Talk_2021.8.24 13:10-15.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 5월 28일 월요일
2018. 5. 28. 16:03, (알 수 없음) : 11일밤에갈까
2018. 6. 1. 15:25, 이석준 : 아니 미쳤음
2018. 6. 1. 15:25, 이석준 : 10짜리가 80인 나보다 딜 더쎈듯
2018. 6. 1. 15:25, 이석준 : 진짜 1분만에 10업하네
2018. 6. 1. 15:26, 이석준 : 2분30초부터
2018. 6. 1. 15:26, 이석준 : 봐보셈
2018. 6. 1. 15:26, Sekwang Ludan : 아 김경민 단발하라고!!!
2018. 6. 1. 15:26, Sekwang Ludan : ....
2018. 6. 1. 15:28, (알 수 없음) : 10분만에
2018. 6. 1. 15:28, (알 수 없음) : ?
2018. 6. 1. 15:28, 경민 : ㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:30, 정우 : 아
2018. 6. 1. 15:30, 정우 : 메이플나중에할래
2018. 6. 1. 15:30, 정우 : 어렵네
2018. 6. 1. 15:30, 경민 : ㅇㅇ개어려움
2018. 6. 1. 15:30, 정우 : 그냥 에프엠이나할까
2018. 6. 1. 15:30, 정우 : 쩝
2018. 6. 1. 15:30, 양우성 : 메이플 스토리깨면서
2018. 6. 1. 15:30, 양우성 : 차근차근하면 안어렵다!
2018. 6. 1. 15:30, 이석준 : 에프엠할바엔
2018. 6. 1. 15:30, 이석준 : 메이플한다
2018. 6. 1. 15:30, (알 수 없음) : 미쳣네저거
2018. 6. 1. 15:30, 정우 : 에프엠이 훨재밌지
2018. 6. 1. 15:30, 이석준 : 에프엠은 시간까먹는다
2018. 6. 1. 15:31, (알 수 없음) : 어케저래
2018. 6. 1. 15:31, 이석준 : 나는 잘모르겠는데
2018. 6. 1. 15:31, 이석준 : 애들 에프엠한번하면
2018. 6. 1. 15:31, 이석준 : 해뜨는거본다던데
2018. 6. 1. 15:31, 정우 : ㅇㅇ
2018. 6. 1. 15:31, 정우 : 금방이지
2018. 6. 1. 15:31, 정우 : 에프엠은 인생이다
2018. 6. 1. 15:32, 정우 : 계절인턴안됐따
2018. 6. 1. 15:32, 정우 : 쩝
2018. 6. 1. 15:32, 정우 : 딴거써야지
2018. 6. 1. 15:34, (알 수 없음) : 흑음
2018. 6. 1. 15:34, (알 수 없음) : 가즈악
2018. 6. 1. 15:34, 정우 : 간드악
2018. 6. 1. 15:34, 양우성 : 흑음 가라는 계시
2018. 6. 1. 15:34, 양우성 : ㄹㅇ
2018. 6. 1. 15:34, 이석준 : 메이플 가즈아
2018. 6. 1. 15:35, 이석준 : 도현이 수업언제끝나지
2018. 6. 1. 15:35, 이석준 : @김도현
2018. 6. 1. 15:35, 이석준 : @도현킴
2018. 6. 1. 15:35, 정우 : 2시부터라던데
2018. 6. 1. 15:35, 이석준 : ㅇㅇ 그니까
2018. 6. 1. 15:35, 정우 : 아직한창하고있을듯
2018. 6. 1. 15:35, (알 수 없음) : 자야겟다난
2018. 6. 1. 15:35, (알 수 없음) : 서울츌바을함
2018. 6. 1. 15:35, (알 수 없음) : 바이룻
2018. 6. 1. 15:35, 빠충 : 다섯시끝
2018. 6. 1. 15:35, 빠충 : 왜
2018. 6. 1. 15:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:36, 이석준 : 할거있음?
2018. 6. 1. 15:36, 이석준 : 오늘?
2018. 6. 1. 15:36, 정우 : 한참남았네
2018. 6. 1. 15:36, 빠충 : ㅇㅇ
2018. 6. 1. 15:36, 빠충 : 엪엠
2018. 6. 1. 15:37, 빠충 : 하러 집 감
2018. 6. 1. 15:37, 빠충 : 포메이션 바꿔야돼
2018. 6. 1. 15:37, (알 수 없음) : 나진짜궁금한거생김
2018. 6. 1. 15:37, (알 수 없음) : 눈을감아도
2018. 6. 1. 15:38, (알 수 없음) : 어떻게 밝은거랑 어둡다는걸 느끼지?
2018. 6. 1. 15:38, 경민 : 피부가얄부리해서
2018. 6. 1. 15:38, (알 수 없음) : 피부가느끼는거임?그럼?
2018. 6. 1. 15:38, (알 수 없음) : 밝은게촉각인거여?
2018. 6. 1. 15:39, 이석준 : 시각이지
2018. 6. 1. 15:40, (알 수 없음) : 시각이지
2018. 6. 1. 15:40, (알 수 없음) : 근데
2018. 6. 1. 15:40, (알 수 없음) : 눈감으면시각이
2018. 6. 1. 15:40, 정우 : 뚫고들어옴
2018. 6. 1. 15:40, (알 수 없음) : 딴데로도들어올수잇나?
2018. 6. 1. 15:40, (알 수 없음) : 구라
2018. 6. 1. 15:40, (알 수 없음) : 안받는다
2018. 6. 1. 15:40, (알 수 없음) : 피셜
2018. 6. 1. 15:40, 정우 : 아니
2018. 6. 1. 15:40, 이석준 : 아니 멍청아 천같은거로 눈가려도
2018. 6. 1. 15:40, 이석준 : 보이잖아
2018. 6. 1. 15:40, 정우 : ㅇㅇ
2018. 6. 1. 15:40, (알 수 없음) : 천은
2018. 6. 1. 15:40, 정우 : 피부도 똑같겠지
2018. 6. 1. 15:40, (알 수 없음) : 그런가
2018. 6. 1. 15:40, 정우 : ㅇㅇ
2018. 6. 1. 15:40, 정우 : 봐봐
2018. 6. 1. 15:40, 경민 : 내말이저말인뎀
2018. 6. 1. 15:40, 경민 : 얄부리
2018. 6. 1. 15:40, 정우 : 핏줄안보이냐?
2018. 6. 1. 15:40, (알 수 없음) : 그런가
2018. 6. 1. 15:40, 이석준 : 근데 오재가
2018. 6. 1. 15:40, 이석준 : 하는말도
2018. 6. 1. 15:40, 이석준 : 뭐ㅢㄴ지
2018. 6. 1. 15:40, 이석준 : 이해간다
2018. 6. 1. 15:41, (알 수 없음) : 근데
2018. 6. 1. 15:41, (알 수 없음) : 그럼
2018. 6. 1. 15:41, (알 수 없음) : 눈떳을때도
2018. 6. 1. 15:41, (알 수 없음) : 피부가덮고잇는파트잇잖아
2018. 6. 1. 15:41, (알 수 없음) : 왜눈떳을때그쪽은안보임?
2018. 6. 1. 15:41, 정우 : ?
2018. 6. 1. 15:41, 정우 : 어디얘기하는거지
2018. 6. 1. 15:41, 경민 : 동공
2018. 6. 1. 15:41, 경민 : 에빛통과해서
2018. 6. 1. 15:41, 경민 : 뒤에반사돼야보이잔아
2018. 6. 1. 15:41, 경민 : 거기는그냥
2018. 6. 1. 15:41, 경민 : 흰자
2018. 6. 1. 15:41, 경민 : 말하는거아ㅣ니냐
2018. 6. 1. 15:41, (알 수 없음) : 그럼눈알을굴려서
2018. 6. 1. 15:42, 경민 : 아시발
2018. 6. 1. 15:42, (알 수 없음) : 피부있는쪽으로보면
2018. 6. 1. 15:42, 경민 : 눈알굴려서
2018. 6. 1. 15:42, (알 수 없음) : 보임?
2018. 6. 1. 15:42, 경민 : 존나위로
2018. 6. 1. 15:42, 경민 : 보냇는데
2018. 6. 1. 15:42, 경민 : 렌즈빠짐
2018. 6. 1. 15:42, 경민 : 개새깅
2018. 6. 1. 15:42, (알 수 없음) : ㅅㅂ
2018. 6. 1. 15:42, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:42, (알 수 없음) : 아니
2018. 6. 1. 15:42, (알 수 없음) : 나는못해서
2018. 6. 1. 15:42, (알 수 없음) : 궁금함
2018. 6. 1. 15:42, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:42, (알 수 없음) : ㅅㅂ개웃겨
2018. 6. 1. 15:42, (알 수 없음) : 김경민실험대상이다
2018. 6. 1. 15:42, 이석준 : 실눈뜨고보는거랑
2018. 6. 1. 15:42, 이석준 : 비슷한거아니냐
2018. 6. 1. 15:42, (알 수 없음) : 그런가
2018. 6. 1. 15:42, (알 수 없음) : 피부좁밥이네
2018. 6. 1. 15:42, 경민 : 근데
2018. 6. 1. 15:42, (알 수 없음) : 빛한테발리네
2018. 6. 1. 15:42, 정우 : 뭐지
2018. 6. 1. 15:42, 경민 : 아니암튼
2018. 6. 1. 15:42, 경민 : 존나
2018. 6. 1. 15:42, 정우 : 난이해존나안되는데
2018. 6. 1. 15:42, 경민 : 렌즈
2018. 6. 1. 15:42, 경민 : 어쩌냐
2018. 6. 1. 15:42, 정우 : 뭔소린지
2018. 6. 1. 15:42, 경민 : ㅣ씨빨
2018. 6. 1. 15:42, 경민 : 일3시간
2018. 6. 1. 15:42, (알 수 없음) : ㅅㅂㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:42, 경민 : 더해야대
2018. 6. 1. 15:42, 경민 : 개새기야
2018. 6. 1. 15:42, (알 수 없음) : 개웃곀ㅋㅋㅋㅋㅋ
2018. 6. 1. 15:42, 경민 : ㅠ
2018. 6. 1. 15:42, (알 수 없음) : 이정ㅇㅜ
2018. 6. 1. 15:42, (알 수 없음) : 설명충이설명해봄
2018. 6. 1. 15:43, 정우 : ㅇㅇ
2018. 6. 1. 15:43, (알 수 없음) : 1. 눈감아도 밝기 느껴짐 = 빛이 피부뚫고 동공에 닿음
2018. 6. 1. 15:43, (알 수 없음) : ㅇㅈ?
2018. 6. 1. 15:43, 이석준 : 눈감고있는데 왜 조도를 느끼는지
2018. 6. 1. 15:43, 정우 : ㅇㅇ
2018. 6. 1. 15:43, (알 수 없음) : 2. 그럼 눈을 떳을때 동공을
2018. 6. 1. 15:43, (알 수 없음) : 존나 위로 올리면
2018. 6. 1. 15:43, (알 수 없음) : 보임?
2018. 6. 1. 15:43, 이석준 : 눈 감은거랑 똑같은거잖아
2018. 6. 1. 15:43, (알 수 없음) : 그렇지
2018. 6. 1. 15:43, 이석준 : 동공이 눈꺼풀에 가리면
2018. 6. 1. 15:43, 이석준 : 결국
2018. 6. 1. 15:43, 경민 : 근데
2018. 6. 1. 15:43, 경민 : 존나
2018. 6. 1. 15:43, 경민 : 눈떠잇는상태에서
2018. 6. 1. 15:43, 경민 : 위로올리는건
2018. 6. 1. 15:43, (알 수 없음) : 그렇게되냐
2018. 6. 1. 15:43, 경민 : 눈떠잇는그부분에
2018. 6. 1. 15:43, 경민 : 빛이넘많이들어오니까
2018. 6. 1. 15:43, 경민 : 상대적으로
2018. 6. 1. 15:44, 경민 : 위로햇을때
2018. 6. 1. 15:44, (알 수 없음) : 그러게피부도올라감그리고
2018. 6. 1. 15:44, 경민 : 그부분이
2018. 6. 1. 15:44, 경민 : 존나
2018. 6. 1. 15:44, 경민 : 안보이는거지
2018. 6. 1. 15:44, (알 수 없음) : 그련건가
2018. 6. 1. 15:44, (알 수 없음) : ㄴ아
2018. 6. 1. 15:44, (알 수 없음) : 근데
2018. 6. 1. 15:44, (알 수 없음) : 신기하네
2018. 6. 1. 15:44, 이석준 : 생명과아는사람좀 데려와봐
2018. 6. 1. 15:44, (알 수 없음) : 피부좁밥
2018. 6. 1. 15:44, 정우 : 동공올리면
2018. 6. 1. 15:44, (알 수 없음) : 좀궁금하지근데
2018. 6. 1. 15:44, 정우 : 안보이지
2018. 6. 1. 15:44, (알 수 없음) : 그럼눈감으면
2018. 6. 1. 15:44, 경민 : 야야야
2018. 6. 1. 15:44, (알 수 없음) : 밝기를
2018. 6. 1. 15:44, 경민 : 야
2018. 6. 1. 15:44, 경민 : 오재훈
2018. 6. 1. 15:44, 경민 : 너
2018. 6. 1. 15:44, 경민 : 눈알
2018. 6. 1. 15:44, (알 수 없음) : 못느껴야하는거아니냐
2018. 6. 1. 15:44, (알 수 없음) : ㅇㅇ
2018. 6. 1. 15:44, 경민 : 코쪽으로
2018. 6. 1. 15:44, 경민 : 해봐
2018. 6. 1. 15:44, 경민 : 그러면
2018. 6. 1. 15:44, (알 수 없음) : 눈알없오
2018. 6. 1. 15:44, 경민 : 까만색
2018. 6. 1. 15:44, 경민 : 보이지
2018. 6. 1. 15:44, 정우 : 아니지
2018. 6. 1. 15:44, 경민 : 그게그거임
2018. 6. 1. 15:44, (알 수 없음) : ?
2018. 6. 1. 15:44, 경민 : 까만색을
2018. 6. 1. 15:44, (알 수 없음) : 그게머지
2018. 6. 1. 15:44, 경민 : 까만색으로
2018. 6. 1. 15:44, (알 수 없음) : 쎌카 ㄱ
2018. 6. 1. 15:44, 경민 : 경계선
2018. 6. 1. 15:44, 경민 : 생기잔아
2018. 6. 1. 15:44, 경민 : 아니셀카
2018. 6. 1. 15:44, 경민 : 봐도
2018. 6. 1. 15:45, 경민 : 아니
2018. 6. 1. 15:45, 경민 : 모르지
2018. 6. 1. 15:45, (알 수 없음) : 담에
2018. 6. 1. 15:45, 경민 : 내눈에서보이는건데
2018. 6. 1. 15:45, (알 수 없음) : 하는거보여주셈
2018. 6. 1. 15:45, 경민 : 어케찍음
2018. 6. 1. 15:45, 경민 : 아니
2018. 6. 1. 15:45, 경민 : 임마
2018. 6. 1. 15:45, (알 수 없음) : 아
2018. 6. 1. 15:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:45, (알 수 없음) : 검은선?
2018. 6. 1. 15:45, 경민 : 너가해보라고
2018. 6. 1. 15:45, 경민 : ㅇㅇㅇ
2018. 6. 1. 15:45, 정우 : 말하는거 존나웃기네
2018. 6. 1. 15:45, 경민 : 코쪽으로
2018. 6. 1. 15:45, 경민 : 보내봐눈알
2018. 6. 1. 15:45, (알 수 없음) : 먼말인지모르겟음
2018. 6. 1. 15:45, 경민 : ;;;;;
2018. 6. 1. 15:45, (알 수 없음) : 담에하는거보여주셈
2018. 6. 1. 15:45, (알 수 없음) : 따라해봄
2018. 6. 1. 15:45, 경민 : ㅇ | ㅇ 일케잇으면
2018. 6. 1. 15:45, (알 수 없음) : ㅅㅂ
2018. 6. 1. 15:45, (알 수 없음) : ㅇㅇ
2018. 6. 1. 15:45, 경민 : ' |   '
2018. 6. 1. 15:45, (알 수 없음) : 그거
2018. 6. 1. 15:45, (알 수 없음) : 그거아니냐
2018. 6. 1. 15:45, 경민 : 일케보내라고
2018. 6. 1. 15:45, (알 수 없음) : 그거
2018. 6. 1. 15:45, (알 수 없음) : 눈모으는거
2018. 6. 1. 15:45, (알 수 없음) : 손
2018. 6. 1. 15:45, (알 수 없음) : 하나갖다대서
2018. 6. 1. 15:45, 경민 : ㄴㄴㄴㄴㄴ
2018. 6. 1. 15:45, 경민 : 그거말고
2018. 6. 1. 15:45, 경민 : | 이거
2018. 6. 1. 15:45, 경민 : 코임
2018. 6. 1. 15:45, (알 수 없음) : 아씨
2018. 6. 1. 15:45, 경민 : ;;ㅎ
2018. 6. 1. 15:45, (알 수 없음) : ㅇㅇㅇ
2018. 6. 1. 15:46, 경민 : 그니까눈을
2018. 6. 1. 15:46, (알 수 없음) : 검은선
2018. 6. 1. 15:46, 경민 : 오른쪽위로
2018. 6. 1. 15:46, 경민 : 치켜뜨라구
2018. 6. 1. 15:46, 경민 : 그러면
2018. 6. 1. 15:46, 경민 : 검은색
2018. 6. 1. 15:46, (알 수 없음) : 아니
2018. 6. 1. 15:46, 경민 : 생기지
2018. 6. 1. 15:46, 경민 : 니가보이기에
2018. 6. 1. 15:46, (알 수 없음) : 몰르겟어답답해지
2018. 6. 1. 15:46, 경민 : 막
2018. 6. 1. 15:46, 경민 : 중간에
2018. 6. 1. 15:46, 경민 : 생기잔아
2018. 6. 1. 15:46, (알 수 없음) : 하는모습사진찍어봐
2018. 6. 1. 15:46, (알 수 없음) : 나도그렇게따라해봄
2018. 6. 1. 15:46, 경민 : 아;;;;
2018. 6. 1. 15:46, 경민 : 오른쪽위로치켜뜨라구
2018. 6. 1. 15:46, 경민 : ....
2018. 6. 1. 15:46, (알 수 없음) : 그럼검은선보이겟지
2018. 6. 1. 15:46, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:46, (알 수 없음) : ㅋㅌㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:46, 경민 : ㄱ르ㅐ
2018. 6. 1. 15:46, 경민 : 그게
2018. 6. 1. 15:46, 경민 : 말하눈거라구내가지금
2018. 6. 1. 15:46, 경민 : 휴
2018. 6. 1. 15:46, 경민 : 말이안통하는친구야
2018. 6. 1. 15:46, (알 수 없음) : 미안
2018. 6. 1. 15:47, (알 수 없음) : 쩝..ㅡ
2018. 6. 1. 15:47, (알 수 없음) : 이모티콘 
2018. 6. 1. 15:47, 이석준 : 아 다음은 표도키운다
2018. 6. 1. 15:47, (알 수 없음) : 나는
2018. 6. 1. 15:47, (알 수 없음) : 머핮
2018. 6. 1. 15:47, (알 수 없음) : ㄱ.ㄴ데
2018. 6. 1. 15:47, (알 수 없음) : 너내하는거보니까
2018. 6. 1. 15:47, (알 수 없음) : 힐러필요없어보이는데?
2018. 6. 1. 15:47, 양우성 : ㅇㅇ 요즘메타
2018. 6. 1. 15:47, 양우성 : 힐러필업는듯
2018. 6. 1. 15:47, 이석준 : 아니 비숍은
2018. 6. 1. 15:47, 이석준 : 심볼때문에
2018. 6. 1. 15:47, 이석준 : 필요한거임
2018. 6. 1. 15:47, 이석준 : 버프
2018. 6. 1. 15:47, 이석준 : 경치 2배인가 1.5배인가
2018. 6. 1. 15:47, (알 수 없음) : 아하
2018. 6. 1. 15:48, 이석준 : 그리고 버프
2018. 6. 1. 15:48, 이석준 : 메용
2018. 6. 1. 15:48, (알 수 없음) : 개이득이네
2018. 6. 1. 15:48, 이석준 : 이라고
2018. 6. 1. 15:48, 이석준 : 메이플용사였나
2018. 6. 1. 15:48, (알 수 없음) : 메이플용사
2018. 6. 1. 15:48, (알 수 없음) : ㅇㅇ
2018. 6. 1. 15:48, 이석준 : 모든스탯+
2018. 6. 1. 15:48, (알 수 없음) : 맞아
2018. 6. 1. 15:48, 양우성 : 오
2018. 6. 1. 15:48, 이석준 : 이거랑 공격력마력
2018. 6. 1. 15:48, 이석준 : 올려주는거
2018. 6. 1. 15:48, 양우성 : 그건몰랏다
2018. 6. 1. 15:48, (알 수 없음) : 근데
2018. 6. 1. 15:48, (알 수 없음) : 레벨10인데
2018. 6. 1. 15:48, 이석준 : 이런거때문에 힐러필요한거임
2018. 6. 1. 15:48, (알 수 없음) : 존나쎈애는머임
2018. 6. 1. 15:48, 이석준 : ㅁㄹ
2018. 6. 1. 15:48, 경민 : 걘
2018. 6. 1. 15:48, 경민 : 템빨
2018. 6. 1. 15:48, 이석준 : 그냥 템빨임
2018. 6. 1. 15:48, 경민 : 인생이
2018. 6. 1. 15:48, (알 수 없음) : 아
2018. 6. 1. 15:48, 경민 : 템빨이지뭐
2018. 6. 1. 15:48, (알 수 없음) : 좋겟다
2018. 6. 1. 15:48, (알 수 없음) : 메이플에100만원만
2018. 6. 1. 15:48, (알 수 없음) : 질러라김경민
2018. 6. 1. 15:48, 양우성 : 가즈아
2018. 6. 1. 15:48, 경민 : ;
2018. 6. 1. 15:48, 이석준 : 걔 메이플bj인데
2018. 6. 1. 15:48, 이석준 : 템하나 만들라고
2018. 6. 1. 15:48, (알 수 없음) : 월급조금투자해서
2018. 6. 1. 15:48, 경민 : 메이플bj는무슨
2018. 6. 1. 15:49, 이석준 : 몇백씩지르는놈임
2018. 6. 1. 15:49, 경민 : 세글자인가
2018. 6. 1. 15:49, 이석준 : ㅇㅇ
2018. 6. 1. 15:49, (알 수 없음) : ;;
2018. 6. 1. 15:49, 경민 : 걔잇지않앗냐
2018. 6. 1. 15:49, 이석준 : 걔였음
2018. 6. 1. 15:49, (알 수 없음) : 월급조금투자해서
2018. 6. 1. 15:49, (알 수 없음) : 우리같이부흥가즈아
2018. 6. 1. 15:49, (알 수 없음) : 이모티콘 
2018. 6. 1. 15:49, 경민 : 저거무슨임티임
2018. 6. 1. 15:49, 경민 : 빡쳐서집어던졋더니화풀리는거냐?
2018. 6. 1. 15:49, 이석준 : ?
2018. 6. 1. 15:49, 경민 : 야나또저번달 돈 까먹고 덜씀 컨텐츠비용
2018. 6. 1. 15:49, 경민 : ㅡㅡ
2018. 6. 1. 15:49, 경민 : 어이업네
2018. 6. 1. 15:49, 경민 : ㅅㅂ
2018. 6. 1. 15:49, 이석준 : 그거
2018. 6. 1. 15:49, 이석준 : 현질해도되는거아니냐
2018. 6. 1. 15:49, 이석준 : 메이플에
2018. 6. 1. 15:50, 경민 : 몰라
2018. 6. 1. 15:50, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:50, 이석준 : 될거같은데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:50, 이석준 : 메이플캐쉬
2018. 6. 1. 15:50, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:50, 이석준 : 도현
2018. 6. 1. 15:50, (알 수 없음) : 해라
2018. 6. 1. 15:50, 경민 : ㄴㄴ이거
2018. 6. 1. 15:50, (알 수 없음) : 컨텐츠잖아
2018. 6. 1. 15:50, 경민 : 현물같은건안댐
2018. 6. 1. 15:50, 이석준 : 나랑 공연보러가자
2018. 6. 1. 15:50, (알 수 없음) : 문상안되나?
2018. 6. 1. 15:50, 경민 : 모바일으로
2018. 6. 1. 15:50, 경민 : ㅇㅇ
2018. 6. 1. 15:50, 경민 : 문상당근안대지
2018. 6. 1. 15:50, (알 수 없음) : 흠
2018. 6. 1. 15:50, 이석준 : 현물아니잖아
2018. 6. 1. 15:50, 경민 : 아니우선
2018. 6. 1. 15:51, 경민 : 휴대폰결제만
2018. 6. 1. 15:51, 이석준 : 메이플캐시
2018. 6. 1. 15:51, 경민 : 가능함
2018. 6. 1. 15:51, (알 수 없음) : 샵검색: #현물
2018. 6. 1. 15:51, 경민 : 문상이
2018. 6. 1. 15:51, 이석준 : 휴대폰결재가능
2018. 6. 1. 15:51, 경민 : 현물이지
2018. 6. 1. 15:51, 경민 : 상품권
2018. 6. 1. 15:51, (알 수 없음) : 메이플휴대폰으로
2018. 6. 1. 15:51, 경민 : 근데
2018. 6. 1. 15:51, (알 수 없음) : 가능
2018. 6. 1. 15:51, 이석준 : 바로
2018. 6. 1. 15:51, 경민 : 휴대폰
2018. 6. 1. 15:51, 경민 : 결제
2018. 6. 1. 15:51, 경민 : 아니
2018. 6. 1. 15:51, 경민 : 원스토어결제타야한다구
2018. 6. 1. 15:51, 경민 : ;;;;;
2018. 6. 1. 15:51, 경민 : 님들아;;;
2018. 6. 1. 15:51, (알 수 없음) : 그
2018. 6. 1. 15:51, 경민 : 소액결제
2018. 6. 1. 15:51, 경민 : 안댐
2018. 6. 1. 15:51, (알 수 없음) : 원스토어
2018. 6. 1. 15:51, 이석준 : ㅜ
2018. 6. 1. 15:51, (알 수 없음) : 원스토어
2018. 6. 1. 15:51, (알 수 없음) : 결제
2018. 6. 1. 15:51, 경민 : 소액결제되면 쇼핑해서
2018. 6. 1. 15:51, (알 수 없음) : 하는거잇지않나
2018. 6. 1. 15:51, 경민 : 소액결제다쓰면
2018. 6. 1. 15:51, 경민 : 다살수잇게...
2018. 6. 1. 15:51, (알 수 없음) : 샵검색: #원스토어결제
2018. 6. 1. 15:51, (알 수 없음) : 알아보고온다
2018. 6. 1. 15:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:52, (알 수 없음) : 무조건
2018. 6. 1. 15:52, (알 수 없음) : 원스토어만
2018. 6. 1. 15:52, (알 수 없음) : 된다는거지
2018. 6. 1. 15:52, 경민 : ㅇㅇ
2018. 6. 1. 15:52, (알 수 없음) : 그럼
2018. 6. 1. 15:52, 이석준 : 메이플m을
2018. 6. 1. 15:52, (알 수 없음) : 원스토어
2018. 6. 1. 15:52, 이석준 : 알아보자
2018. 6. 1. 15:52, (알 수 없음) : ㅇㅇ
2018. 6. 1. 15:52, (알 수 없음) : 그래
2018. 6. 1. 15:52, 경민 : 메이플m
2018. 6. 1. 15:52, 경민 : dlfkd
2018. 6. 1. 15:52, (알 수 없음) : 그거해서뭐옮기는거
2018. 6. 1. 15:52, 경민 : 이랑
2018. 6. 1. 15:52, (알 수 없음) : 업냐?
2018. 6. 1. 15:52, 경민 : 메이플
2018. 6. 1. 15:52, 경민 : 연동댐
2018. 6. 1. 15:52, 경민 : ?
2018. 6. 1. 15:52, (알 수 없음) : 연동안되냐
2018. 6. 1. 15:52, 이석준 : 메이플m에 지르면 메이플에도주는거
2018. 6. 1. 15:52, 이석준 : 있을거같음
2018. 6. 1. 15:52, (알 수 없음) : 그러게
2018. 6. 1. 15:52, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:52, (알 수 없음) : 잇을듯백퍼
2018. 6. 1. 15:52, 이석준 : 옛날에
2018. 6. 1. 15:52, 이석준 : 피그미
2018. 6. 1. 15:52, 이석준 : 처럼
2018. 6. 1. 15:52, (알 수 없음) : 샵검색: #메이플m 메이플
2018. 6. 1. 15:53, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:54, 이석준 : @빠충
2018. 6. 1. 15:54, 이석준 : @빠충
2018. 6. 1. 15:55, (알 수 없음) : 아
2018. 6. 1. 15:55, (알 수 없음) : 잠자야하는데
2018. 6. 1. 15:55, (알 수 없음) : 잠이안오넵
2018. 6. 1. 15:55, 정우 : 놀아
2018. 6. 1. 15:55, 이석준 : 메이플
2018. 6. 1. 15:55, 정우 : 아
2018. 6. 1. 15:55, 정우 : 공부해야되는데
2018. 6. 1. 15:56, 정우 : 딱 네시까지논다
2018. 6. 1. 15:56, 정우 : 아니 네시는아쉬우니까 4시10분
2018. 6. 1. 15:56, 경민 : ㅋㅋㅋㅋㅋㅋ
2018. 6. 1. 15:56, 정우 : 그리고 공부한다
2018. 6. 1. 15:56, 정우 : ㅅㅂ
2018. 6. 1. 15:56, 정우 : 아니근데
2018. 6. 1. 15:56, 경민 : 잠잠자라 자라잠자
2018. 6. 1. 15:56, 정우 : 자유이력서 어케쓰냐
2018. 6. 1. 15:56, 정우 : ㅅㅂ;;;
2018. 6. 1. 15:56, (알 수 없음) : !
2018. 6. 1. 15:56, (알 수 없음) : 2년전에
2018. 6. 1. 15:56, (알 수 없음) : 적엇엇는게
2018. 6. 1. 15:56, (알 수 없음) : 데
2018. 6. 1. 15:56, 정우 : 줘
2018. 6. 1. 15:56, 정우 : 내놔봐
2018. 6. 1. 15:56, (알 수 없음) : 잇나
2018. 6. 1. 15:56, 경민 : ㅋㅋㅋㅋㅋ
2018. 6. 1. 15:56, 정우 : 차라리 형식정해주지
2018. 6. 1. 15:56, 정우 : ㅠ
2018. 6. 1. 15:57, 이석준 : 그냥 그래
2018. 6. 1. 15:57, 이석준 : 제목 나는힙합이다
2018. 6. 1. 15:57, 정우 : 나 자유주면못하는데 시발
