Talk_2021.8.24 13:11-78.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 3일 일요일
2021. 1. 3. 22:36, abyss오재 : 경소봐야하는데티빙터졋어
2021. 1. 10. 02:07, abyss오재 : 들으면
2021. 1. 10. 02:07, abyss오재 : 멜로디만듣는다생각해야겟다
2021. 1. 10. 02:07, abyss오재 : 제목다른걸로바꿔놔야지
2021. 1. 10. 02:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 02:08, abyss오재 : 애플뮤직은 제목내가바꿀수잇음
2021. 1. 10. 02:08, abyss오재 : ^^갸꿀
2021. 1. 10. 02:08, 정우 : 제목
2021. 1. 10. 02:08, abyss오재 : 제목
2021. 1. 10. 02:08, 정우 : 짭이슬란드
2021. 1. 10. 02:08, abyss오재 : 2016년 밤하늘
2021. 1. 10. 02:08, abyss오재 : 시바
2021. 1. 10. 02:08, abyss오재 : ㅅㅂ
2021. 1. 10. 02:08, abyss오재 : ㅠ짭이슬란드
2021. 1. 10. 02:08, abyss오재 : ㅅㅂ
2021. 1. 10. 02:08, 정우 : 페잌슬란드
2021. 1. 10. 02:08, abyss오재 : 피엘의 아이슬란드로
2021. 1. 10. 02:08, abyss오재 : 바꿔야겟다
2021. 1. 10. 02:08, abyss오재 : 아
2021. 1. 10. 02:08, 정우 : 페잌의 짭이슬란드
2021. 1. 10. 02:08, 정우 : 어떰
2021. 1. 10. 02:08, abyss오재 : ㅅㅂ
2021. 1. 10. 02:09, 정우 : 이모티콘 
2021. 1. 10. 02:09, abyss오재 : 하
2021. 1. 10. 02:09, 재환오빠 : 페이클란드
2021. 1. 10. 02:09, abyss오재 : 진짜
2021. 1. 10. 02:09, abyss오재 : 페이클란드
2021. 1. 10. 02:09, abyss오재 : 아
2021. 1. 10. 02:09, abyss오재 : 좋다
2021. 1. 10. 02:09, abyss오재 : 페이클란드
2021. 1. 10. 02:09, abyss오재 : 미지의세계갖고
2021. 1. 10. 02:09, abyss오재 : 페이크같고
2021. 1. 10. 02:09, 정우 : 이모티콘 
2021. 1. 10. 02:09, abyss오재 : 정말모르는미지세계같고
2021. 1. 10. 02:09, abyss오재 : 노래랑잘어울림
2021. 1. 10. 02:09, 정우 : 이모티콘 
2021. 1. 10. 02:09, abyss오재 : 페이클란드라고하는
2021. 1. 10. 02:10, abyss오재 : 어떤상상속의섬이잇는거임
2021. 1. 10. 02:10, abyss오재 : 그럼 미지의세계같고
2021. 1. 10. 02:10, abyss오재 : 존나찰떡은무슨시바
2021. 1. 10. 02:10, abyss오재 : ㅠ
2021. 1. 10. 02:10, abyss오재 : 하
2021. 1. 10. 02:10, 정우 : 포기해 임마
2021. 1. 10. 02:10, abyss오재 : ㅇㅋ
2021. 1. 10. 02:10, abyss오재 : 그래도들어야하는데하
2021. 1. 10. 02:10, abyss오재 : 엄브렐라로
2021. 1. 10. 02:10, abyss오재 : 바꾸고옴
2021. 1. 10. 02:10, abyss오재 : 지금페이클란드
2021. 1. 10. 02:10, abyss오재 : 내추천곡이라
2021. 1. 10. 02:10, abyss오재 : ;;
2021. 1. 10. 02:11, 재환오빠 : 사진
2021. 1. 10. 02:11, abyss오재 : 바꿈
2021. 1. 10. 02:11, 재환오빠 : 존나 말 더 안되는건
2021. 1. 10. 02:11, 재환오빠 : 겨울 아이슬란드 해 세시면 짐
2021. 1. 10. 02:11, abyss오재 : ㅅㅂ
2021. 1. 10. 02:11, abyss오재 : 이새끼
2021. 1. 10. 02:11, 재환오빠 : 해 개짧고 밤 개길어
2021. 1. 10. 02:11, abyss오재 : 페이클란드
2021. 1. 10. 02:11, abyss오재 : 갓다왓나봐요
2021. 1. 10. 02:11, abyss오재 : 아니저앨범소개하나하나
2021. 1. 10. 02:11, abyss오재 : 설명잇는데
2021. 1. 10. 02:11, 재환오빠 : ㄹㅇㅋㅋ
2021. 1. 10. 02:11, abyss오재 : 다른곡은
2021. 1. 10. 02:12, abyss오재 : 페이크업나
2021. 1. 10. 02:12, abyss오재 : 찾아보고와야겟다
2021. 1. 10. 02:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ
2021. 1. 10. 02:12, abyss오재 : 아니왜페르소나는
2021. 1. 10. 02:12, abyss오재 : 곡설명업는디;;?
2021. 1. 10. 02:12, abyss오재 : 페르소나가비엇다는게
2021. 1. 10. 02:12, abyss오재 : 페이크라는증명인가
2021. 1. 10. 02:12, 정우 : 귀찮나봄
2021. 1. 10. 02:12, abyss오재 : ㅅㅂ
2021. 1. 10. 02:13, abyss오재 : 알맹이는가라
2021. 1. 10. 02:13, abyss오재 : 껍데기만들어야지
2021. 1. 10. 02:13, abyss오재 : 알맹이는가라!
2021. 1. 10. 02:14, abyss오재 : 샵검색: #Pl iceland
2021. 1. 10. 02:14, abyss오재 : ㅅㅂ 진짜 내자신이라는데
2021. 1. 10. 02:14, 재환오빠 : 사진
2021. 1. 10. 02:14, 재환오빠 : ㅋㅋㅋ벅스에있다
2021. 1. 10. 02:15, 재환오빠 : 얘근데 좀
2021. 1. 10. 02:15, 재환오빠 : 제목들이 다 ㅈ밥같은데
2021. 1. 10. 02:15, 재환오빠 : 넷플릭스 이케아 라라랜드 이러니까
2021. 1. 10. 02:16, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 02:16, abyss오재 : ㅁㅊ
2021. 1. 10. 02:16, abyss오재 : 처음에
2021. 1. 10. 02:16, 재환오빠 : 소나타 아이슬란드
2021. 1. 10. 02:16, abyss오재 : 제가햇던생각과
2021. 1. 10. 02:16, 재환오빠 : 존나 독창성이 없누
2021. 1. 10. 02:16, abyss오재 : 독같네요
2021. 1. 10. 02:16, abyss오재 : 소나타도노래는
2021. 1. 10. 02:16, abyss오재 : ㄱㅊ앗는데
2021. 1. 10. 02:16, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 02:16, abyss오재 : 제목존나
2021. 1. 10. 02:16, abyss오재 : ㄹㅇ대충
2021. 1. 10. 02:16, abyss오재 : 약간
2021. 1. 10. 02:16, abyss오재 : 다어디서
2021. 1. 10. 02:16, abyss오재 : 들어볼만한제목
2021. 1. 10. 02:16, abyss오재 : 대충이러면힙하겟지
2021. 1. 10. 02:16, abyss오재 : 하고붙인제목
2021. 1. 10. 02:17, abyss오재 : ;;;
2021. 1. 10. 02:17, abyss오재 : 하지만귀가반응해버리쥬
2021. 1. 10. 02:17, abyss오재 : ㅠ
2021. 1. 10. 02:17, abyss오재 : 사진
2021. 1. 10. 02:17, abyss오재 : 아
2021. 1. 10. 02:17, abyss오재 : 갸웃겨
2021. 1. 10. 02:18, abyss오재 : 일단목록훑고얜제목이
2021. 1. 10. 02:18, abyss오재 : 왜다이래
2021. 1. 10. 02:21, 재환오빠 : 존나 성의없어
2021. 1. 10. 02:21, 재환오빠 : ㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 02:21, abyss오재 : ㄹㅇ제목이
2021. 1. 10. 02:21, abyss오재 : 무성의
2021. 1. 10. 02:22, abyss오재 : 하지만듣겟지
2021. 1. 10. 02:22, abyss오재 : 이미제귀는굴복당햇어요
2021. 1. 10. 02:23, abyss오재 : 데이식스랑같은라인이엇군
2021. 1. 10. 02:23, abyss오재 : 어쩐지반응이바로가더라,,,
2021. 1. 10. 02:23, abyss오재 : 이모티콘 
2021. 1. 10. 02:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 02:24, 경민 : 개웃
2021. 1. 10. 02:24, abyss오재 : 아니나
2021. 1. 10. 02:24, abyss오재 : 이제내취향좀
2021. 1. 10. 02:24, abyss오재 : 알앗음
2021. 1. 10. 02:24, 경민 : 하 ㅅㅂ언제자누다들?
2021. 1. 10. 02:24, abyss오재 : 그
2021. 1. 10. 02:24, 경민 : 너빼고다아는거아니누
2021. 1. 10. 02:24, 경민 : ?
2021. 1. 10. 02:24, abyss오재 : 대중성이존나업는곳과
2021. 1. 10. 02:24, abyss오재 : 대중성이존나잇는곳의
2021. 1. 10. 02:24, abyss오재 : 가운데를좋아하는거같음
2021. 1. 10. 02:24, abyss오재 : ㅅㅂ
2021. 1. 10. 02:24, abyss오재 : 이모티콘 
2021. 1. 10. 02:25, abyss오재 : 술취햇나
2021. 1. 10. 02:25, abyss오재 : 샵검색: #She oclock
2021. 1. 10. 02:25, abyss오재 : 피엘정주행중
2021. 1. 10. 02:25, abyss오재 : ;;;
2021. 1. 10. 02:25, abyss오재 : 그러게언제자지
2021. 1. 10. 03:46, 경민 : 잠이오누
2021. 1. 10. 08:04, 부그뷰 : ㅎㅇㅎ
2021. 1. 10. 08:04, abyss오재 : ㅎㅇㅎㅇ
2021. 1. 10. 08:04, abyss오재 : 오마친
2021. 1. 10. 08:04, 부그뷰 : 오
2021. 1. 10. 08:04, abyss오재 : 소름이야
2021. 1. 10. 08:04, abyss오재 : 동싱 ㅎㅇㅎㅇ라니
2021. 1. 10. 08:04, 부그뷰 : 볼했네
2021. 1. 10. 08:23, abyss오재 : 볼햇지
2021. 1. 10. 08:23, abyss오재 : 우쉬
2021. 1. 10. 08:24, abyss오재 : 충전ㄱ맛탱이갓네
2021. 1. 10. 09:00, abyss오재 : 으요리학원가기
2021. 1. 10. 09:00, abyss오재 : 넘넘귀찮은데!!
2021. 1. 10. 09:03, 부그뷰 : ㄱ
2021. 1. 10. 09:18, 경민 : 오늘메누는머누
2021. 1. 10. 09:27, abyss오재 : 오늘칼국수와두부두루치기
2021. 1. 10. 09:29, abyss오재 : 페이클란드노래들으면서가야디
2021. 1. 10. 09:32, 경민 : 아맞다
2021. 1. 10. 09:32, 경민 : 계속까먹어버리누?
2021. 1. 10. 09:32, 경민 : 존막이깃다
2021. 1. 10. 09:32, abyss오재 : 과연오늘은
2021. 1. 10. 09:32, abyss오재 : 실패하지않을것인가
2021. 1. 10. 09:32, 경민 : 사진 ㄱ
2021. 1. 10. 09:32, abyss오재 : 서점가서책삼
2021. 1. 10. 09:33, abyss오재 : 어떰
2021. 1. 10. 09:33, abyss오재 : 열시반에문여네
2021. 1. 10. 09:33, abyss오재 : 마티고사야겟다
2021. 1. 10. 09:37, 경민 : 저번에그책이누
2021. 1. 10. 09:44, abyss오재 : 모르겟누
2021. 1. 10. 09:44, abyss오재 : 구경따리가다오누
2021. 1. 10. 09:48, abyss오재 : 아어제
2021. 1. 10. 09:48, abyss오재 : 좀매콤한거먹엇더니
2021. 1. 10. 09:48, abyss오재 : 배썰렷네존내아파
2021. 1. 10. 09:48, abyss오재 : ㅠ
2021. 1. 10. 09:48, 정우 : ㅎㅇㅎㅇ
2021. 1. 10. 09:56, abyss오재 : ㅎㅇㅎㅇ
2021. 1. 10. 10:36, 경민 : ㅎㅇㅎㅇ
2021. 1. 10. 10:48, 경민 : 사진
2021. 1. 10. 10:48, 경민 : 메이플친구생김
2021. 1. 10. 10:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 10:48, 경민 : 바로디엠때려버려;
2021. 1. 10. 11:00, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:00, abyss오재 : 누구임
2021. 1. 10. 11:11, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:11, 경민 : 고딩친군데
2021. 1. 10. 11:11, 경민 : 스카니아누
2021. 1. 10. 11:11, 경민 : ㄲㅂ
2021. 1. 10. 11:11, 경민 : 우성이없엇으면나도
2021. 1. 10. 11:11, 경민 : 스카니아갓을텐데
2021. 1. 10. 11:11, 양우성 : 스카니아 친구더있음?
2021. 1. 10. 11:11, 경민 : ㄴㄴㄱ스카니아에
2021. 1. 10. 11:11, 경민 : 팡이요있어서
2021. 1. 10. 11:12, 경민 : 아델매물이
2021. 1. 10. 11:12, 경민 : 많아섴ㅋㅋ
2021. 1. 10. 11:12, 양우성 : 팡이요 자주보긴함
2021. 1. 10. 11:12, 경민 : 검마
2021. 1. 10. 11:12, 경민 : 솔플
2021. 1. 10. 11:12, 경민 : 지리던데
2021. 1. 10. 11:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:12, 양우성 : 솔플어디섭임
2021. 1. 10. 11:12, 경민 : 팡이요
2021. 1. 10. 11:12, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:12, 양우성 : 미쳣다
2021. 1. 10. 11:12, 경민 : 컨은
2021. 1. 10. 11:12, 경민 : 명훈ㅇ함
2021. 1. 10. 11:13, 양우성 : 23성풀셋이라
2021. 1. 10. 11:13, 양우성 : 가능한가
2021. 1. 10. 11:13, 양우성 : 도핫
2021. 1. 10. 11:13, 양우성 : 도랏
2021. 1. 10. 11:13, 경민 : ㄹㅇ
2021. 1. 10. 11:13, 경민 : 아델ㅇ좀
2021. 1. 10. 11:13, 경민 : 적폐이긴함
2021. 1. 10. 11:14, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:18, 경민 : https://youtu.be/Gkes95LXJ7k
2021. 1. 10. 11:18, 경민 : 2:39봐바
2021. 1. 10. 11:18, 경민 : 존귀임ㅋㅋㅋ
2021. 1. 10. 11:19, 양우성 : 메린 ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:19, 양우성 : 커엽누
2021. 1. 10. 11:19, 경민 : 오징93
2021. 1. 10. 11:19, 경민 : 개지림ㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:20, 경민 : 쟤영상중에
2021. 1. 10. 11:20, 경민 : https://youtu.be/IlPNNSWd5tk
2021. 1. 10. 11:20, 경민 : 이거개지림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:21, 양우성 : 오징잘하누
2021. 1. 10. 11:22, 양우성 : 72재획밖에못했대ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:24, 경민 : 사진
2021. 1. 10. 11:24, 경민 : 아니진짜존귀넼ㅋㅋ
2021. 1. 10. 11:24, 양우성 : 말잘한다
2021. 1. 10. 11:24, 경민 : 재밌징ㅋㅋㅋ
2021. 1. 10. 11:24, 경민 : 편집도깔끔해
2021. 1. 10. 11:45, Sekwang Ludan : 사진
2021. 1. 10. 11:45, Sekwang Ludan : 캬캬 새우계란 리조또
2021. 1. 10. 11:45, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 11:45, 빠충 : 타락헬창...
2021. 1. 10. 11:45, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ 요즘 요리 재밌어
2021. 1. 10. 11:48, 빠충 : 칼로리 먹는 재미를 느껴버린
2021. 1. 10. 12:02, 양우성 : 탄수화물 많은거아니냐광
2021. 1. 10. 12:07, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 12:07, Sekwang Ludan : 맛있엉
2021. 1. 10. 12:17, abyss오재 : ㅅㅂ
2021. 1. 10. 12:17, abyss오재 : 칼국수
2021. 1. 10. 12:17, abyss오재 : 밀가루반죽까지할지몰랏다
2021. 1. 10. 12:17, abyss오재 : 존나망햇으니까
2021. 1. 10. 12:17, abyss오재 : 집들어가는길에칼국수면사간다
2021. 1. 10. 12:17, 경민 : zzzzzzzzzzzzzzzzzz
2021. 1. 10. 12:17, abyss오재 : 육수는 ㄱㅊ
2021. 1. 10. 12:17, abyss오재 : 칼국수면사러가는즁
2021. 1. 10. 12:17, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 12:17, 경민 : 요ㅗ새 요리가 대세누?
2021. 1. 10. 12:19, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 12:19, abyss오재 : 박치누ㅡㅡ
2021. 1. 10. 12:19, abyss오재 : 누가밀가루로
2021. 1. 10. 12:19, abyss오재 : 반죽부터하누
2021. 1. 10. 12:19, abyss오재 : 칼국수면사먹으면되지
2021. 1. 10. 12:20, 경민 : 반죽하는거
2021. 1. 10. 12:20, 경민 : 모르누?
2021. 1. 10. 12:20, 경민 : 밀대로슥슥밀고
2021. 1. 10. 12:20, abyss오재 : 게속
2021. 1. 10. 12:20, abyss오재 : 쳐달라붙누 ㅅㅂ
2021. 1. 10. 12:20, abyss오재 : 밀가루쉣들사이가좋누?
2021. 1. 10. 12:20, abyss오재 : 수제비로갈아탈까
2021. 1. 10. 12:20, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 12:20, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 12:20, 경민 : 구랴소ㅓ
2021. 1. 10. 12:20, 경민 : 사이사이에
2021. 1. 10. 12:20, 경민 : 밀가루
2021. 1. 10. 12:20, 경민 : 뿔여ㅑ야대자나
2021. 1. 10. 12:23, abyss오재 : 그랫는데도
2021. 1. 10. 12:23, abyss오재 : 떨어져
2021. 1. 10. 12:23, abyss오재 : 아니안떨어져
2021. 1. 10. 12:23, abyss오재 : 샹노무색기들
2021. 1. 10. 12:24, abyss오재 : 이모티콘 
2021. 1. 10. 12:25, abyss오재 : ㅊ
2021. 1. 10. 12:25, abyss오재 : 카러국수면사러왓는데
2021. 1. 10. 12:25, abyss오재 : 마트가안한다
2021. 1. 10. 12:25, abyss오재 : 비상
2021. 1. 10. 12:26, abyss오재 : 수데비로방향을바꾼다,..
2021. 1. 10. 12:45, abyss오재 : 사진
2021. 1. 10. 14:29, abyss오재 : 뮈우친
2021. 1. 10. 14:29, abyss오재 : 샵검색: #대만 한파
2021. 1. 10. 14:29, abyss오재 : ;;;
2021. 1. 10. 14:32, 경민 : ;;;;;;
2021. 1. 10. 14:32, 경민 : ㅁㅊ
2021. 1. 10. 14:32, 경민 : 무섭네
2021. 1. 10. 14:41, 원준오빠 : 오오쒯
2021. 1. 10. 15:57, 원준오빠 : 사진
2021. 1. 10. 15:57, 원준오빠 : 응애
2021. 1. 10. 16:04, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 16:04, 양우성 : 커엽누
2021. 1. 10. 17:14, abyss오재 : 애기누
2021. 1. 10. 17:16, 경민 : ㅋㅋㅋㅋㅋ요새유행이누?
2021. 1. 10. 17:16, 경민 : 볼이너무빵빵해서 오잰줄
2021. 1. 10. 17:17, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 17:17, abyss오재 : 😬
2021. 1. 10. 17:46, 원준오빠 : 몰룸ㅋㅋㅋ그냥 심심해서 해봄ㅋㅋㅋㅋ
2021. 1. 10. 17:47, abyss오재 : 볼빵이만드누
2021. 1. 10. 17:55, 원준오빠 : 오재 해봐주셈
2021. 1. 10. 17:55, 원준오빠 : 스냅챗
2021. 1. 10. 17:55, 원준오빠 : 임
2021. 1. 10. 17:55, abyss오재 : 샵검색: #스냅챗
2021. 1. 10. 17:55, abyss오재 : 형
2021. 1. 10. 17:55, abyss오재 : 진짜
2021. 1. 10. 17:55, abyss오재 : 형
2021. 1. 10. 17:56, abyss오재 : 나중에영통할때
2021. 1. 10. 17:56, abyss오재 : 형이켜서찍어주셈
2021. 1. 10. 17:56, abyss오재 : ,,,;:,,,;
2021. 1. 10. 17:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 17:56, 원준오빠 : 저걸로 영통 가능?
2021. 1. 10. 17:56, abyss오재 : 아니
2021. 1. 10. 17:56, 원준오빠 : 개쩐다
2021. 1. 10. 17:56, abyss오재 : 그
2021. 1. 10. 17:56, 원준오빠 : ㅡㅡ
2021. 1. 10. 17:56, abyss오재 : 형
2021. 1. 10. 17:56, abyss오재 : 다른걸로
2021. 1. 10. 17:56, abyss오재 : 영통하면서
2021. 1. 10. 17:56, abyss오재 : 거기서
2021. 1. 10. 17:56, abyss오재 : 거기다대고
2021. 1. 10. 17:56, abyss오재 : 형이폰으로스냅챗
2021. 1. 10. 17:56, abyss오재 : 찍으면 단체로
2021. 1. 10. 17:56, abyss오재 : 저얼굴되는거아님?
2021. 1. 10. 17:57, 원준오빠 : 그런가
2021. 1. 10. 17:57, abyss오재 : 나중에내가해봄
2021. 1. 10. 17:57, abyss오재 : 줌으로오면
2021. 1. 10. 17:57, 원준오빠 : 두명이상 되나 모르겠움
2021. 1. 10. 17:57, 원준오빠 : ㅇㅋㅇㅋ
2021. 1. 10. 17:57, abyss오재 : 아하
2021. 1. 10. 17:57, 원준오빠 : 닭 한테 졌음
2021. 1. 10. 17:57, 원준오빠 : 슈방
2021. 1. 10. 17:58, 원준오빠 : 재도전한다
2021. 1. 10. 17:58, abyss오재 : ㅡㅡ
2021. 1. 10. 17:58, abyss오재 : 사진찍는데로그인하래
2021. 1. 10. 17:58, abyss오재 : 슈방
2021. 1. 10. 17:58, 원준오빠 : 호락호락하지 않아
2021. 1. 10. 17:59, 원준오빠 : 서로 막 사진 보내고 놀수 있음
2021. 1. 10. 17:59, abyss오재 : 박치넹
2021. 1. 10. 17:59, 원준오빠 : 한번 확인하고 더이상 못보게 할 수 있음
2021. 1. 10. 17:59, abyss오재 : 나중에
2021. 1. 10. 17:59, 원준오빠 : 1회용 사진
2021. 1. 10. 17:59, abyss오재 : 기분좋을때
2021. 1. 10. 17:59, abyss오재 : 가입함
2021. 1. 10. 17:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 17:59, abyss오재 : 지금사진을위해
2021. 1. 10. 17:59, 원준오빠 : 지금은 아님?
2021. 1. 10. 17:59, abyss오재 : 가입할정돈아닌가봄
2021. 1. 10. 17:59, 원준오빠 : ㅇㅋㅇㅋ
2021. 1. 10. 17:59, 원준오빠 : ㅇㅈ해줌
2021. 1. 10. 17:59, abyss오재 : ㄱㅅㄱㅅ
2021. 1. 10. 20:13, 원준오빠 : 1맥 하면서 코인 캐여겠다
2021. 1. 10. 20:13, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 20:13, 경민 : 오빠아까
2021. 1. 10. 20:13, 경민 : 캔거아니누
2021. 1. 10. 20:15, 원준오빠 : 아까 보스만 잡음
2021. 1. 10. 20:15, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 20:31, 경민 : 사진
2021. 1. 10. 20:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 20:39, 원준오빠 : 엥 머지
2021. 1. 10. 20:39, 원준오빠 : 아 면허 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 20:39, 정우 : ㅁㅊ
2021. 1. 10. 20:40, 정우 : 저건좀
2021. 1. 10. 20:40, 원준오빠 : 눈이 슬프다 홍철..
2021. 1. 10. 20:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 20:40, 정우 : 마지막
2021. 1. 10. 20:40, 정우 : 진짜 눈 개슬프네
2021. 1. 10. 21:57, 빠충 : 노홍철 오토바이 면허 땄음 최근에
2021. 1. 10. 21:58, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 10. 22:31, abyss오재 : 김정영사망플래그
2021. 1. 10. 22:57, 부그뷰 : https://www.youtube.com/watch?v=uQgg3EHYqkE&ab_channel=ESQUIREKorea

2021년 1월 11일 월요일
2021. 1. 11. 06:00, 부그뷰 : ㅎㅇㅎ
2021. 1. 11. 06:32, abyss오재 : ㅎㄹㅎㅎㅇ
2021. 1. 11. 08:30, 경민 : ㅎㅇㅎㅇ
2021. 1. 11. 08:34, 정우 : ㅎㅇㅎㅇ
2021. 1. 11. 09:12, abyss오재 : 샵검색: #삼성전자
2021. 1. 11. 09:12, abyss오재 : 얘아침부터왜이래
2021. 1. 11. 09:13, abyss오재 : ㅎㅇㅎㅇ
2021. 1. 11. 09:13, 경민 : 미친
2021. 1. 11. 09:13, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 11. 09:13, 경민 : 개쥐렷;;;
2021. 1. 11. 09:13, 경민 : 아
2021. 1. 11. 09:13, 경민 : 그거때문인가봄?
2021. 1. 11. 09:13, abyss오재 : ?!
2021. 1. 11. 09:13, 경민 : 샵검색: #갤럭시 s21
2021. 1. 11. 09:13, 경민 : 기대감
2021. 1. 11. 09:13, abyss오재 : 아하?
2021. 1. 11. 09:13, 경민 : 상승
2021. 1. 11. 09:13, 경민 : 개쥐린다진자
2021. 1. 11. 09:13, 경민 : ;;
2021. 1. 11. 09:14, abyss오재 : 근데
2021. 1. 11. 09:14, abyss오재 : 배가땅기면무슨약먹어야함
2021. 1. 11. 09:14, abyss오재 : ㅜ
2021. 1. 11. 09:14, 경민 : 왜땅겨
2021. 1. 11. 09:14, 경민 : 어젯밤에머먹음?
2021. 1. 11. 09:14, abyss오재 : 이틀내내째
2021. 1. 11. 09:14, abyss오재 : 그러는중
2021. 1. 11. 09:14, abyss오재 : 으
2021. 1. 11. 09:15, 경민 : 샵검색: #kodex200선물인버스2x
2021. 1. 11. 09:15, 경민 : 불쌍해;
2021. 1. 11. 09:15, abyss오재 : ㅋㅋㅋㅋ
2021. 1. 11. 09:17, 경민 : 자렇게안된걸로
2021. 1. 11. 09:17, 경민 : 만족해야지
2021. 1. 11. 09:17, 경민 : ㅎㅎ;
2021. 1. 11. 09:25, 정우 : ;;;;;;;
2021. 1. 11. 09:25, 정우 : 개달리네 그냥
2021. 1. 11. 09:27, 경민 : ㄹㅇ;
2021. 1. 11. 09:27, 경민 : 언제까지가누?
2021. 1. 11. 09:27, 경민 : 진짜코스피3천 개미침
2021. 1. 11. 09:27, 경민 : ㅋㅋㅋㅋㅋㅋ안믿기누?
2021. 1. 11. 09:39, 정우 : ㄹㅇ
2021. 1. 11. 09:40, 정우 : 어디까지찍을건지
2021. 1. 11. 09:44, 경민 : @오재훈 오재훈 오늘의꿀팁 ㄱㄴ?
