Talk_2021.8.24 13:10-25.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 9월 17일 월요일
2018. 9. 17. 23:19, (알 수 없음) : 두유노?
2018. 9. 22. 22:36, (알 수 없음) : 아니
2018. 9. 22. 22:36, (알 수 없음) : 하..세광이형
2018. 9. 22. 22:36, (알 수 없음) : 휴...
2018. 9. 22. 22:36, (알 수 없음) : 3줄요약해줌
2018. 9. 22. 22:36, Sekwang Ludan : 쩝
2018. 9. 22. 22:36, 양우성 : 재환형은 행볻하다구
2018. 9. 22. 22:36, Sekwang Ludan : ㅇㅇ
2018. 9. 22. 22:36, 양우성 : 지금행쇼
2018. 9. 22. 22:36, (알 수 없음) : 1. 재환이형어제부터연애시작
2018. 9. 22. 22:36, Sekwang Ludan : ㅅㅂ 해석을 하라고
2018. 9. 22. 22:36, Sekwang Ludan : ㅋㅋㅋㅋ
2018. 9. 22. 22:36, (알 수 없음) : 2. 벌레방에서 3명까지 연애하고 7명은 자유로운 상태로 두자
2018. 9. 22. 22:36, 양우성 : 세줄요약필요하네
2018. 9. 22. 22:36, (알 수 없음) : 3. 연애하는사람 티오=3명
2018. 9. 22. 22:37, Sekwang Ludan : 아니 빨리 얘기를 해주지
2018. 9. 22. 22:37, Sekwang Ludan : 우성아 잘하지
2018. 9. 22. 22:37, Sekwang Ludan : 자
2018. 9. 22. 22:37, 양우성 : 복습잘하자
2018. 9. 22. 22:37, (알 수 없음) : (+) 현재 4명이 연애중이니까이석준ㅇㅣ랑 이정우가 헤어져서 티오를 주자ㅇ
2018. 9. 22. 22:37, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:37, (알 수 없음) : 5설명충
2018. 9. 22. 22:37, Sekwang Ludan : ㅅㅂ
2018. 9. 22. 22:37, (알 수 없음) : 이상보고완료
2018. 9. 22. 22:37, Sekwang Ludan : 내가 안사귈께
2018. 9. 22. 22:37, Sekwang Ludan : 쩝
2018. 9. 22. 22:37, (알 수 없음) : 가래
2018. 9. 22. 22:37, (알 수 없음) : 그래
2018. 9. 22. 22:37, (알 수 없음) : 형그냥평생혼자사셈
2018. 9. 22. 22:37, Sekwang Ludan : 근데 동시에 두명 사귀면 어캄?
2018. 9. 22. 22:37, (알 수 없음) : 스레기지
2018. 9. 22. 22:37, (알 수 없음) : 그건
2018. 9. 22. 22:37, (알 수 없음) : 매장
2018. 9. 22. 22:37, (알 수 없음) : 임마
2018. 9. 22. 22:37, 경민 : 님들아
2018. 9. 22. 22:37, (알 수 없음) : ?
2018. 9. 22. 22:37, 경민 : 귀뚜라미볼사람
2018. 9. 22. 22:38, (알 수 없음) : 아니
2018. 9. 22. 22:38, 양우성 : 뭔제
2018. 9. 22. 22:38, (알 수 없음) : 그런거올리지마라
2018. 9. 22. 22:38, 양우성 : 뭔데
2018. 9. 22. 22:38, 경민 : 화장실에
2018. 9. 22. 22:38, 경민 : ㅅㅂ잇네
2018. 9. 22. 22:38, Sekwang Ludan : 귀뚜라미를 왜바?
2018. 9. 22. 22:38, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:38, Sekwang Ludan : 헐....
2018. 9. 22. 22:38, 양우성 : 미띤
2018. 9. 22. 22:38, 경민 : 양치하러가다가식겁삼
2018. 9. 22. 22:38, 양우성 : 거기왜잇음
2018. 9. 22. 22:38, (알 수 없음) : 구미라서
2018. 9. 22. 22:38, 경민 : 마당에살음
2018. 9. 22. 22:38, (알 수 없음) : 구미무시발언졸임?
2018. 9. 22. 22:38, 원준오빠 : 배그할사람
2018. 9. 22. 22:38, Sekwang Ludan : 귀뚤귀뚤
2018. 9. 22. 22:38, (알 수 없음) : 껄껄
2018. 9. 22. 22:38, (알 수 없음) : 원준이형
2018. 9. 22. 22:38, 경민 : 아양치하고싶은데못지나가벌여
2018. 9. 22. 22:38, (알 수 없음) : 배그살하삼
2018. 9. 22. 22:38, 원준오빠 : 내가 귀뚜라미소리 나줌
2018. 9. 22. 22:38, 원준오빠 : 내줌
2018. 9. 22. 22:38, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:38, (알 수 없음) : ㅋㅌㅌㅌㅋㅌㅌ
2018. 9. 22. 22:38, (알 수 없음) : 아
2018. 9. 22. 22:38, (알 수 없음) : 잘낼거같이생김
2018. 9. 22. 22:38, Sekwang Ludan : 귀뚤쓰?
2018. 9. 22. 22:38, 원준오빠 : ㅁㅊ
2018. 9. 22. 22:38, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:39, (알 수 없음) : 아존나
2018. 9. 22. 22:39, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:39, (알 수 없음) : 아니
2018. 9. 22. 22:39, (알 수 없음) : 아까김영재랑둘이가는데
2018. 9. 22. 22:39, Sekwang Ludan : 외모디스 ㄴㄴ 야
2018. 9. 22. 22:39, 원준오빠 : 유재석 상이냐
2018. 9. 22. 22:39, (알 수 없음) : 김영재가 딸기를 좋아한대
2018. 9. 22. 22:39, (알 수 없음) : 근데그말을들으니까
2018. 9. 22. 22:39, (알 수 없음) : 김영재 딸기좋아하게 생긴얼굴임
2018. 9. 22. 22:39, Sekwang Ludan : 메뚜기랑 귀뚜라미 뭐가 다름?
2018. 9. 22. 22:39, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:39, (알 수 없음) : 그래서 그렇게 말해줫거든
2018. 9. 22. 22:39, (알 수 없음) : 걔가 나보고
2018. 9. 22. 22:39, Sekwang Ludan : 난??
2018. 9. 22. 22:39, Sekwang Ludan : 빙고
2018. 9. 22. 22:39, 원준오빠 : 원숭이랑 고일라 차이 같은거지
2018. 9. 22. 22:39, (알 수 없음) : 너는 무화과 좋아하게 생겼대
2018. 9. 22. 22:39, 경민 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:39, 양우성 : 딸기조온맛
2018. 9. 22. 22:39, Sekwang Ludan : 여자좋아하게 생긴 얼굴
2018. 9. 22. 22:39, 경민 : ㄱ귀두라미
2018. 9. 22. 22:39, 경민 : 보여줘?
2018. 9. 22. 22:39, (알 수 없음) : 아니
2018. 9. 22. 22:39, 경민 : 나는무슨상임
2018. 9. 22. 22:39, 원준오빠 : 오재훈 근데 좀 딸기 닮지 않았냐
2018. 9. 22. 22:39, (알 수 없음) : 아니
2018. 9. 22. 22:39, 양우성 : 무화과는머얔ㅋㅋㅋㅋ
2018. 9. 22. 22:39, Sekwang Ludan : 괜춘
2018. 9. 22. 22:39, (알 수 없음) : 그
2018. 9. 22. 22:39, (알 수 없음) : 우성이
2018. 9. 22. 22:40, 경민 : 아ㅣㄴ
2018. 9. 22. 22:40, 경민 : 오재훈
2018. 9. 22. 22:40, (알 수 없음) : 우성이는
2018. 9. 22. 22:40, 원준오빠 : 오재 얼굴 딸기덞었는더
2018. 9. 22. 22:40, 경민 : 내가말해줌
2018. 9. 22. 22:40, 경민 : 너
2018. 9. 22. 22:40, (알 수 없음) : 용과 좋아하게 생겼대
2018. 9. 22. 22:40, 경민 : 숙취조리게생김
2018. 9. 22. 22:40, (알 수 없음) : 딸기;;
2018. 9. 22. 22:40, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:40, 양우성 : 용과 먹어볼게
2018. 9. 22. 22:40, (알 수 없음) : 아니
2018. 9. 22. 22:40, Sekwang Ludan : 용과
2018. 9. 22. 22:40, (알 수 없음) : ;;;
2018. 9. 22. 22:40, (알 수 없음) : ㅇㅋ
2018. 9. 22. 22:40, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:40, (알 수 없음) : 이정우
2018. 9. 22. 22:40, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:40, (알 수 없음) : 딸기좋아한다고알려주니까
2018. 9. 22. 22:40, (알 수 없음) : 걔는 딸기좋아하게생긴얼굴아니래
2018. 9. 22. 22:40, 양우성 : 정우도 딸기파
2018. 9. 22. 22:40, 경민 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:40, 양우성 : 운명을거슬러
2018. 9. 22. 22:40, (알 수 없음) : 얼굴로
2018. 9. 22. 22:40, (알 수 없음) : 과일판단해버려
2018. 9. 22. 22:40, Sekwang Ludan : 정우는.. 포도 좋아하게 생김
2018. 9. 22. 22:40, 경민 : 나는 무슨과일
2018. 9. 22. 22:40, (알 수 없음) : 김경민
2018. 9. 22. 22:40, (알 수 없음) : 존나 파인애플
2018. 9. 22. 22:41, (알 수 없음) : 조릴거같이생김
2018. 9. 22. 22:41, 경민 : 별론데;
2018. 9. 22. 22:41, Sekwang Ludan : ㅋㅋㅋㅋㅋ 난??
2018. 9. 22. 22:41, 원준오빠 : 오야붕이니까
2018. 9. 22. 22:41, (알 수 없음) : 세광이형은
2018. 9. 22. 22:41, 원준오빠 : 두리안 하자
2018. 9. 22. 22:41, (알 수 없음) : 포도
2018. 9. 22. 22:41, 경민 : 샵검색: #파인애플 컷
2018. 9. 22. 22:41, (알 수 없음) : 형그얘기도함
2018. 9. 22. 22:41, 경민 : ㅅㅂ
2018. 9. 22. 22:41, (알 수 없음) : 두리안
2018. 9. 22. 22:41, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:41, (알 수 없음) : 두리안냄새같이생겻대
2018. 9. 22. 22:41, Sekwang Ludan : 두리안....
2018. 9. 22. 22:41, (알 수 없음) : 김영재가 나보고
2018. 9. 22. 22:41, 경민 : 샵검색: #두리안
2018. 9. 22. 22:41, 경민 : ㅠ전나못생겻오
2018. 9. 22. 22:41, Sekwang Ludan : ㅋㅋㅋㅋ 두리안 맛있슴
2018. 9. 22. 22:41, (알 수 없음) : ㅅㅂ
2018. 9. 22. 22:41, (알 수 없음) : 김영재삽새기
2018. 9. 22. 22:41, (알 수 없음) : 영재랑
2018. 9. 22. 22:41, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:41, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:41, 원준오빠 : 오 세광이
2018. 9. 22. 22:41, Sekwang Ludan : 졸라 단백질 쩔어
2018. 9. 22. 22:41, (알 수 없음) : 얘기좀하고와야겟다
2018. 9. 22. 22:41, 원준오빠 : 두리안먹을줄앎?
2018. 9. 22. 22:41, 양우성 : 두리안미쳣네
2018. 9. 22. 22:41, Sekwang Ludan : 당근
2018. 9. 22. 22:41, 원준오빠 : 쒜엣
2018. 9. 22. 22:41, 원준오빠 : 힙스터네
2018. 9. 22. 22:41, (알 수 없음) : 형
2018. 9. 22. 22:41, Sekwang Ludan : 어제 두리안 피자 먹음
2018. 9. 22. 22:41, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 9. 22. 22:41, (알 수 없음) : 두리안
2018. 9. 22. 22:41, (알 수 없음) : 얼
2018. 9. 22. 22:41, 원준오빠 : ㅁㅊ
2018. 9. 22. 22:41, (알 수 없음) : 시벌
2018. 9. 22. 22:42, 원준오빠 : 왜 피자에
2018. 9. 22. 22:42, (알 수 없음) : ...
2018. 9. 22. 22:42, 경민 : ㅁㅊ
2018. 9. 22. 22:42, (알 수 없음) : ㅜ
2018. 9. 22. 22:42, Sekwang Ludan : 두리안 개비쌎
2018. 9. 22. 22:42, 원준오빠 : 과일올려
2018. 9. 22. 22:42, 원준오빠 : 자꾸
2018. 9. 22. 22:42, (알 수 없음) : 나도
2018. 9. 22. 22:42, Sekwang Ludan : 귀족 과일임
2018. 9. 22. 22:42, (알 수 없음) : 파인애플조아하는데
2018. 9. 22. 22:42, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:42, (알 수 없음) : 피자에파인애플
2018. 9. 22. 22:42, (알 수 없음) : ㅣㅅ는거싫어
2018. 9. 22. 22:42, (알 수 없음) : ㅠㅜ
2018. 9. 22. 22:42, 원준오빠 : 하와이안
2018. 9. 22. 22:42, (알 수 없음) : 그거아니야
2018. 9. 22. 22:42, 원준오빠 : 죽일까
2018. 9. 22. 22:42, (알 수 없음) : 하와이안아니야
2018. 9. 22. 22:42, 경민 : 하와이안
2018. 9. 22. 22:42, (알 수 없음) : ㅠㅠ
2018. 9. 22. 22:42, 경민 : 나좋아하는데
2018. 9. 22. 22:42, (알 수 없음) : 너그럼
2018. 9. 22. 22:42, (알 수 없음) : 파인애플좋아하네
2018. 9. 22. 22:42, 경민 : ㅇㅇ
2018. 9. 22. 22:42, 원준오빠 : 페퍼로니 송소옰ㅎㅇ
2018. 9. 22. 22:42, (알 수 없음) : 왜별로래
2018. 9. 22. 22:42, (알 수 없음) : 어이업네
2018. 9. 22. 22:42, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:42, 경민 : 아니
2018. 9. 22. 22:42, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:42, 경민 : ㅈㅅ
2018. 9. 22. 22:42, 원준오빠 : 들킨부분
2018. 9. 22. 22:42, Sekwang Ludan : 근데 졸라 무의미하다
2018. 9. 22. 22:42, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:42, (알 수 없음) : 아니
2018. 9. 22. 22:42, 경민 : 파인야플
2018. 9. 22. 22:42, 양우성 : 발리비스트로 파인애플들어간거 조온맛
2018. 9. 22. 22:42, 경민 : 피자
2018. 9. 22. 22:42, (알 수 없음) : 하와이안파인애플을
2018. 9. 22. 22:42, 경민 : 달달해서
2018. 9. 22. 22:42, 경민 : 마싯음
2018. 9. 22. 22:42, (알 수 없음) : 좋아하면
2018. 9. 22. 22:42, (알 수 없음) : 파인애플성애자
2018. 9. 22. 22:43, (알 수 없음) : 수준새끼야
2018. 9. 22. 22:43, 원준오빠 : 피자목고시팓
2018. 9. 22. 22:43, 원준오빠 : 나중에
2018. 9. 22. 22:43, (알 수 없음) : 나도
2018. 9. 22. 22:43, 원준오빠 : 이테리 여행가바
2018. 9. 22. 22:43, 원준오빠 : 가자
2018. 9. 22. 22:43, (알 수 없음) : ㅇㅋ
2018. 9. 22. 22:43, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 굳
2018. 9. 22. 22:43, (알 수 없음) : 나이태리에서
2018. 9. 22. 22:43, Sekwang Ludan : 나도 델꼬가
2018. 9. 22. 22:43, (알 수 없음) : 린턴할게
2018. 9. 22. 22:43, (알 수 없음) : 와
2018. 9. 22. 22:43, 원준오빠 : 가서 ㅍ피자 조지자
2018. 9. 22. 22:43, 원준오빠 : ㅇㅋ
2018. 9. 22. 22:43, (알 수 없음) : ㅇㅋ
2018. 9. 22. 22:43, Sekwang Ludan : 굳
2018. 9. 22. 22:43, 양우성 : 이태리 피자는 옐피보다 맛잇음?
2018. 9. 22. 22:43, 원준오빠 : 대신 4,4,2로 나눠 다녀야함
2018. 9. 22. 22:43, Sekwang Ludan : 쩝
2018. 9. 22. 22:43, (알 수 없음) : ㅇㅋㅇㅋ
2018. 9. 22. 22:43, 원준오빠 : 자리없오
2018. 9. 22. 22:43, (알 수 없음) : 아니334
2018. 9. 22. 22:43, Sekwang Ludan : 근데 한국피자에 맛들이면
2018. 9. 22. 22:43, (알 수 없음) : 안돼?
2018. 9. 22. 22:43, 원준오빠 : 옼케이
2018. 9. 22. 22:43, (알 수 없음) : 한피
2018. 9. 22. 22:43, (알 수 없음) : 아니
2018. 9. 22. 22:43, 원준오빠 : 거기꺼지 봐준다
2018. 9. 22. 22:43, Sekwang Ludan : 이태리피자 느끼하지 않을까?
2018. 9. 22. 22:43, (알 수 없음) : 감사
2018. 9. 22. 22:44, (알 수 없음) : 아니
2018. 9. 22. 22:44, (알 수 없음) : 형
2018. 9. 22. 22:44, 원준오빠 : 뭔소히야
2018. 9. 22. 22:44, (알 수 없음) : 진짜어이업네
2018. 9. 22. 22:44, (알 수 없음) : 형
2018. 9. 22. 22:44, 양우성 : 중국피자는어떰
2018. 9. 22. 22:44, 원준오빠 : 이태리피자 안먹어본 티 엄청내네
2018. 9. 22. 22:44, Sekwang Ludan : 오??
2018. 9. 22. 22:44, (알 수 없음) : 한국짜장
2018. 9. 22. 22:44, 원준오빠 : 갓이라고 갓
2018. 9. 22. 22:44, (알 수 없음) : 에익숙해지니까
2018. 9. 22. 22:44, Sekwang Ludan : 무식해서 ㅈㅅ
2018. 9. 22. 22:44, (알 수 없음) : 형
2018. 9. 22. 22:44, Sekwang Ludan : ㅋㅋㅋ 난 한국 짜장이 더 맛있는데...
2018. 9. 22. 22:44, 양우성 : 한귝이짱이다
2018. 9. 22. 22:44, (알 수 없음) : 샵검색: #충화반점
2018. 9. 22. 22:44, 양우성 : 한국인입맛이라구럼
2018. 9. 22. 22:44, (알 수 없음) : 미첫다여기
2018. 9. 22. 22:44, Sekwang Ludan : ㅋㅋㅋㅋ 베이징이 짜장 근원지자나
2018. 9. 22. 22:44, 양우성 : 아저기
2018. 9. 22. 22:44, 양우성 : 개맛
2018. 9. 22. 22:44, (알 수 없음) : 나도오늘
2018. 9. 22. 22:44, Sekwang Ludan : 근데 베이징 자장 노맛
2018. 9. 22. 22:44, 양우성 : 세트로먹으셈
2018. 9. 22. 22:44, (알 수 없음) : 먹고왓어
2018. 9. 22. 22:44, (알 수 없음) : 아까올림사진
2018. 9. 22. 22:45, 양우성 : 거주옆아님?
2018. 9. 22. 22:45, (알 수 없음) : 존나포스팅만이되어잇네
2018. 9. 22. 22:45, (알 수 없음) : 맞움
2018. 9. 22. 22:45, 양우성 : JMT
2018. 9. 22. 22:45, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:46, 경민 : 쯤트
2018. 9. 22. 22:47, (알 수 없음) : 쯤트
2018. 9. 22. 22:47, (알 수 없음) : 아닉
2018. 9. 22. 22:47, (알 수 없음) : 시밧
2018. 9. 22. 22:47, 양우성 : 쯤트
2018. 9. 22. 22:47, (알 수 없음) : 아닛
2018. 9. 22. 22:47, (알 수 없음) : 진짜
2018. 9. 22. 22:47, (알 수 없음) : 아니
2018. 9. 22. 22:47, 경민 : 쯤트좀귀엽다
2018. 9. 22. 22:47, (알 수 없음) : 아니시에이팅
2018. 9. 22. 22:47, 경민 : 쯤트!
2018. 9. 22. 22:47, 경민 : 아니뭐
2018. 9. 22. 22:47, (알 수 없음) : 44분
2018. 9. 22. 22:47, (알 수 없음) : 도착이라매
2018. 9. 22. 22:47, (알 수 없음) : 왜안도착해버림
2018. 9. 22. 22:47, (알 수 없음) : 짜증나네
2018. 9. 22. 22:47, 경민 : 연착해벌여
2018. 9. 22. 22:47, 경민 : 나도오늘6분이나
2018. 9. 22. 22:47, 경민 : 연착스
2018. 9. 22. 22:48, (알 수 없음) : 빽쳐
2018. 9. 22. 22:48, (알 수 없음) : 벌이네
2018. 9. 22. 22:49, (알 수 없음) : 소ㅓ랑이엇다~
2018. 9. 22. 22:49, (알 수 없음) : ㅘ랑이엇다~~
2018. 9. 22. 22:51, (알 수 없음) : 내일한길쓰만날까
2018. 9. 22. 22:51, 양우성 : 한길쓰 뉴벌레
2018. 9. 22. 22:51, (알 수 없음) : 근데한길쓰만나면
2018. 9. 22. 22:51, 경민 : ㅋㅋㅋㅋㄴㅋ부산에서?
2018. 9. 22. 22:51, (알 수 없음) : 경찰차타고집가벌임
2018. 9. 22. 22:51, (알 수 없음) : 저번에둘이서부산에서술먹고
2018. 9. 22. 22:51, 경민 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:51, (알 수 없음) : 나결찰차
2018. 9. 22. 22:51, 양우성 : ㄱㅇㄷ
2018. 9. 22. 22:51, (알 수 없음) : 태워보냄
2018. 9. 22. 22:51, (알 수 없음) : ㅎ;
2018. 9. 22. 22:51, 양우성 : 경찰차또탈수잇네
2018. 9. 22. 22:51, (알 수 없음) : 길가다가
2018. 9. 22. 22:51, 경민 : 개웃겨벌여ㅠ
2018. 9. 22. 22:51, (알 수 없음) : 벤치보고
2018. 9. 22. 22:51, (알 수 없음) : 누웟대
2018. 9. 22. 22:51, (알 수 없음) : 누워벌여~~
2018. 9. 22. 22:52, 양우성 : 경찰아저씨~~
2018. 9. 22. 22:52, 경민 : 고향에
2018. 9. 22. 22:52, 경민 : 벌레있으면
2018. 9. 22. 22:52, 경민 : 그건또좋겠다
2018. 9. 22. 22:52, (알 수 없음) : zxxㅋㅋㅋㅌㅌㅌㅋㅋㅋ
2018. 9. 22. 22:53, (알 수 없음) : 가까워벌여~
2018. 9. 22. 22:53, 양우성 : 같은출신벌레
2018. 9. 22. 22:53, (알 수 없음) : 얘랑같은
2018. 9. 22. 22:53, (알 수 없음) : 고등학교일뻔
2018. 9. 22. 22:53, (알 수 없음) : 원래얘가나온고등학교갈려고이사햇는데
2018. 9. 22. 22:53, (알 수 없음) : 떨어져벌여~
2018. 9. 22. 22:53, (알 수 없음) : 위치애매해서
2018. 9. 22. 22:53, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:53, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:53, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:53, 경민 : 왜떨어져벌여
2018. 9. 22. 22:53, 경민 : 뺑뺑쓰?
2018. 9. 22. 22:53, (알 수 없음) : ㅇㅇ
2018. 9. 22. 22:54, (알 수 없음) : 부산은
2018. 9. 22. 22:54, (알 수 없음) : 거의다평준화여서
2018. 9. 22. 22:54, (알 수 없음) : 다뺑뺑쓰임
2018. 9. 22. 22:54, Sekwang Ludan : 다시 생각해도 경찰차 졸라 웃기다
2018. 9. 22. 22:54, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:54, (알 수 없음) : ㅡㅡ
2018. 9. 22. 22:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:54, (알 수 없음) : ㅌㅌㅌㅌㅋㅋㅋㅋㅋ
2018. 9. 22. 22:54, (알 수 없음) : 울엄마한테
2018. 9. 22. 22:54, (알 수 없음) : 데려다줌
2018. 9. 22. 22:54, (알 수 없음) : 근데나기억안남
2018. 9. 22. 22:54, (알 수 없음) : ㅎㅎ
2018. 9. 22. 22:54, (알 수 없음) : ;;꿩스~
2018. 9. 22. 22:55, Sekwang Ludan : ㅋㅋㅋ 이튿날에 한길이가 경찰차 태웠다길랴
2018. 9. 22. 22:55, Sekwang Ludan : 나 전성기때보다 더 심했구나 했슴
2018. 9. 22. 22:55, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:55, 경민 : 나도타보고싶다
2018. 9. 22. 22:55, Sekwang Ludan : 담에 태워드림
2018. 9. 22. 22:55, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 9. 22. 22:56, 경민 : ㅇㅋ
2018. 9. 22. 22:56, (알 수 없음) : 아시바
2018. 9. 22. 22:56, (알 수 없음) : 어제
2018. 9. 22. 22:56, (알 수 없음) : 영상올린거보는데
2018. 9. 22. 22:56, (알 수 없음) : 음 아 어 만해도 im2래
2018. 9. 22. 22:56, Sekwang Ludan : 한국 경찰 개친절힘
2018. 9. 22. 22:56, (알 수 없음) : 꿀팁얻어벌여
2018. 9. 22. 22:56, Sekwang Ludan : ㅋㅋㅋㅋ
2018. 9. 22. 22:56, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 22:56, 경민 : 나도
2018. 9. 22. 22:57, 경민 : 음어아예
2018. 9. 22. 22:57, 경민 : 하면댐
2018. 9. 22. 22:57, Sekwang Ludan : 쩝
2018. 9. 22. 22:57, (알 수 없음) : ㅋㅌㅋㅌㅋㅌㅋ
2018. 9. 22. 22:57, (알 수 없음) : 아근데
2018. 9. 22. 22:57, (알 수 없음) : 그경찰챀탄날
2018. 9. 22. 22:57, (알 수 없음) : 존나웃긴게
2018. 9. 22. 22:58, (알 수 없음) : 최한길전역다음날인가
2018. 9. 22. 22:58, (알 수 없음) : 그랫거든
2018. 9. 22. 22:58, (알 수 없음) : 그래서이제정신차렷다
2018. 9. 22. 22:58, (알 수 없음) : 이지럴하고잇는데
2018. 9. 22. 22:58, (알 수 없음) : 그래서나도이제정신차렷다고
2018. 9. 22. 22:58, (알 수 없음) : 그러고잇는데
2018. 9. 22. 22:58, (알 수 없음) : 정신못차리고경찰차차벌임
2018. 9. 22. 22:58, (알 수 없음) : 이모티콘 
2018. 9. 22. 22:58, (알 수 없음) : 아싸도착
2018. 9. 22. 22:59, 경민 : ㅋㅋㅋㅋㅋㅋㅊㅋ
2018. 9. 22. 22:59, (알 수 없음) : ㄱㅅㅅㅅ
2018. 9. 22. 22:59, (알 수 없음) : 와근데
2018. 9. 22. 23:00, (알 수 없음) : 나어비스안왓으면
2018. 9. 22. 23:00, (알 수 없음) : 크
2018. 9. 22. 23:00, (알 수 없음) : 아니
2018. 9. 22. 23:00, (알 수 없음) : 1학년1학기때부터
2018. 9. 22. 23:00, (알 수 없음) : 영재랑같이어비스할걸
2018. 9. 22. 23:00, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 22. 23:00, (알 수 없음) : 아니
2018. 9. 22. 23:00, (알 수 없음) : 둘다 1학년1학기때어비스왓는데
2018. 9. 22. 23:00, (알 수 없음) : 그대갈빡
2018. 9. 22. 23:00, (알 수 없음) : 크고
2018. 9. 22. 23:00, (알 수 없음) : 싸갈탱업는새끼
2018. 9. 22. 23:00, 경민 : 사쿤
2018. 9. 22. 23:00, (알 수 없음) : 싸쿤
2018. 9. 22. 23:00, (알 수 없음) : ㅇㅇ지럴해서
2018. 9. 22. 23:00, Sekwang Ludan : 어비스...
2018. 9. 22. 23:00, (알 수 없음) : 안갓잔아
2018. 9. 22. 23:00, (알 수 없음) : 설명회만가고
2018. 9. 22. 23:00, (알 수 없음) : 오디션안가벌임
2018. 9. 22. 23:00, (알 수 없음) : 그러다어쩌다보니화용형이
2018. 9. 22. 23:00, Sekwang Ludan : 싸쿤 담배심부름 해밨냐??
2018. 9. 22. 23:00, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 9. 22. 23:00, (알 수 없음) : 소개해줫구나
2018. 9. 22. 23:01, (알 수 없음) : 미친
2018. 9. 22. 23:01, (알 수 없음) : 싸각박
2018. 9. 22. 23:01, (알 수 없음) : 존나처맞아야해
2018. 9. 22. 23:01, (알 수 없음) : 도라가지고진짜
2018. 9. 22. 23:01, (알 수 없음) : 대가리만종나크지
2018. 9. 22. 23:01, (알 수 없음) : 든게업네
2018. 9. 22. 23:01, Sekwang Ludan : 후... 그땐 몸이 안커서
2018. 9. 22. 23:01, Sekwang Ludan : 눈사람 맨
2018. 9. 22. 23:01, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋ
2018. 9. 22. 23:01, (알 수 없음) : 아
2018. 9. 22. 23:01, (알 수 없음) : 집까지또지하철
2018. 9. 22. 23:02, (알 수 없음) : 타고가야해ㅠ
