Talk_2021.8.24 13:11-47.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 7월 13일 토요일
2019. 7. 13. 22:14, 정우 : 들어감
2019. 7. 18. 13:55, (알 수 없음) : 하
2019. 7. 18. 13:55, (알 수 없음) : 시바
2019. 7. 18. 13:55, (알 수 없음) : 졸령
2019. 7. 18. 13:55, (알 수 없음) : 벌써
2019. 7. 18. 13:56, 재환오빠 : ㅇㅇ마즘
2019. 7. 18. 13:56, 재환오빠 : 나도담주에감
2019. 7. 18. 13:56, 재환오빠 : 일본띠
2019. 7. 18. 13:56, 원준오빠 : 말도안대
2019. 7. 18. 13:56, 원준오빠 : 띵동 작가 은퇴했나바
2019. 7. 18. 13:56, 원준오빠 : 띵동 자체가 없어짐
2019. 7. 18. 13:56, 원준오빠 : 멸종티콘되벌임
2019. 7. 18. 13:57, 원준오빠 : 이모티콘 
2019. 7. 18. 13:57, 경민 : ㅋㅌㅌㅋㅌㅌㅌ헐
2019. 7. 18. 13:57, 경민 : 최애픽업어졋네
2019. 7. 18. 13:57, 경민 : 아니
2019. 7. 18. 13:57, 경민 : 개놀램
2019. 7. 18. 13:57, 경민 : 심바여친
2019. 7. 18. 13:58, 경민 : 노래개잘한다햇는데
2019. 7. 18. 13:58, 경민 : 비욘세누님이엇어
2019. 7. 18. 13:59, 원준오빠 : 누님?
2019. 7. 18. 13:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 13:59, 원준오빠 : 이모티콘 
2019. 7. 18. 14:01, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:01, 재환오빠 : 이모티콘 오구코인타라
2019. 7. 18. 14:01, 재환오빠 : 욘세누님 잘하지
2019. 7. 18. 14:01, 재환오빠 : 욘세 유니벌시티
2019. 7. 18. 14:02, 원준오빠 : 옴팡코인 삼요ㅎㅎㅎ
2019. 7. 18. 14:02, 원준오빠 : 욘세유니ㅋㅋㅋㅋㅋㅁㅊ
2019. 7. 18. 14:02, 재환오빠 : 이모티콘 
2019. 7. 18. 14:02, 재환오빠 : 이모티콘 
2019. 7. 18. 14:03, 원준오빠 : 이모티콘 
2019. 7. 18. 14:04, 원준오빠 : http://m.ccreview.co.kr/news/articleView.html?idxno=123927
2019. 7. 18. 14:04, 원준오빠 : 님들;
2019. 7. 18. 14:04, (알 수 없음) : tq
2019. 7. 18. 14:04, (알 수 없음) : 아
2019. 7. 18. 14:04, (알 수 없음) : 왜케웃겨시발
2019. 7. 18. 14:04, (알 수 없음) : 오케
2019. 7. 18. 14:04, (알 수 없음) : 해버림
2019. 7. 18. 14:05, 원준오빠 : 끝남 ㅠ
2019. 7. 18. 14:05, (알 수 없음) : ㅡㅡ
2019. 7. 18. 14:05, 원준오빠 : 미친 ㅠ
2019. 7. 18. 14:05, (알 수 없음) : 왜이제말함
2019. 7. 18. 14:05, (알 수 없음) : 짜증나네
2019. 7. 18. 14:06, 경민 : ㄴㅌㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:06, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:07, 원준오빠 : ㅠ
2019. 7. 18. 14:07, 원준오빠 : ㅈㅅ
2019. 7. 18. 14:07, 원준오빠 : 이건 어떰
2019. 7. 18. 14:07, 원준오빠 : 사진
2019. 7. 18. 14:07, 원준오빠 : 우리 그날 대전 누구누구감?
2019. 7. 18. 14:08, (알 수 없음) : whgdk
2019. 7. 18. 14:08, (알 수 없음) : 부경보이정우?
2019. 7. 18. 14:08, (알 수 없음) : 저거좋다,,,군뒈
2019. 7. 18. 14:08, (알 수 없음) : 저거사놀래?
2019. 7. 18. 14:08, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:08, (알 수 없음) : 아님
2019. 7. 18. 14:08, (알 수 없음) : 아닌가
2019. 7. 18. 14:08, 원준오빠 : 각..?
2019. 7. 18. 14:09, 경민 : 최저가달인이
2019. 7. 18. 14:09, (알 수 없음) : 각
2019. 7. 18. 14:09, (알 수 없음) : 등장함
2019. 7. 18. 14:09, (알 수 없음) : 빌런 ㅎㅇ
2019. 7. 18. 14:09, 경민 : 계산해줘도댐
2019. 7. 18. 14:10, (알 수 없음) : 완전댐;
2019. 7. 18. 14:11, 원준오빠 : ㄱㅅㄱㅅ
2019. 7. 18. 14:13, 원준오빠 : 사진
2019. 7. 18. 14:13, 원준오빠 : 이거 두개가 나을둣?
2019. 7. 18. 14:14, (알 수 없음) : 오
2019. 7. 18. 14:14, (알 수 없음) : ㄹㅇ
2019. 7. 18. 14:14, (알 수 없음) : 이정우부경보
2019. 7. 18. 14:14, (알 수 없음) : 신원준
2019. 7. 18. 14:14, (알 수 없음) : 오재훈
2019. 7. 18. 14:14, 정우 : 아니근데
2019. 7. 18. 14:15, (알 수 없음) : 더오나
2019. 7. 18. 14:15, 정우 : 사놓고
2019. 7. 18. 14:15, (알 수 없음) : 뭐
2019. 7. 18. 14:15, (알 수 없음) : 너옴
2019. 7. 18. 14:15, (알 수 없음) : 어
2019. 7. 18. 14:15, (알 수 없음) : 뭐
2019. 7. 18. 14:15, 정우 : 못가면어캄
2019. 7. 18. 14:15, 정우 : ?
2019. 7. 18. 14:15, (알 수 없음) : 왜
2019. 7. 18. 14:15, 정우 : ㅠ
2019. 7. 18. 14:15, (알 수 없음) : 너
2019. 7. 18. 14:15, (알 수 없음) : 장난?
2019. 7. 18. 14:15, 원준오빠 : 못갈 예정? ㅠ
2019. 7. 18. 14:15, (알 수 없음) : 그딴말하라고
2019. 7. 18. 14:15, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:15, (알 수 없음) : 지금
2019. 7. 18. 14:15, (알 수 없음) : 입만들어준거아님
2019. 7. 18. 14:15, 정우 : 아니씨벌
2019. 7. 18. 14:15, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:15, (알 수 없음) : ㅎ;
2019. 7. 18. 14:15, 원준오빠 : 너가 만들어줌?
2019. 7. 18. 14:15, (알 수 없음) : 에잉
2019. 7. 18. 14:15, 원준오빠 : 갓재
2019. 7. 18. 14:15, (알 수 없음) : 욕하지마셈
2019. 7. 18. 14:15, 정우 : 인턴지원한거 뻔히아는놈이;;;
2019. 7. 18. 14:15, (알 수 없음) : 아맞네
2019. 7. 18. 14:15, 정우 : 왜그럼
2019. 7. 18. 14:15, (알 수 없음) : 그럼
2019. 7. 18. 14:15, 정우 : 씨댕아
2019. 7. 18. 14:15, (알 수 없음) : 딴사람부름
2019. 7. 18. 14:15, (알 수 없음) : ㅠ
2019. 7. 18. 14:15, 정우 : ㅠ
2019. 7. 18. 14:15, 원준오빠 : 옹 인턴을 왜케 늦게 시작함?
2019. 7. 18. 14:15, 정우 : ㅇㅋ
2019. 7. 18. 14:15, (알 수 없음) : 너
2019. 7. 18. 14:15, (알 수 없음) : 메!
2019. 7. 18. 14:15, (알 수 없음) : 롱!
2019. 7. 18. 14:15, 정우 : 보험사
2019. 7. 18. 14:15, 정우 : 이상함
2019. 7. 18. 14:15, 정우 : 지멋대로임
2019. 7. 18. 14:15, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:15, 원준오빠 : 그럼 정우 기각
2019. 7. 18. 14:15, 정우 : 존나 이상할때뽑고
2019. 7. 18. 14:15, 정우 : 이상할때시작함
2019. 7. 18. 14:16, 정우 : 아니ㅠ떨어질각이긴한데
2019. 7. 18. 14:16, 정우 : 아까똥싸면서봤는데
2019. 7. 18. 14:16, 원준오빠 : 그러면 하나만 미리 사 놓고
2019. 7. 18. 14:16, 정우 : 오늘 중요한일을 결정하는건 안좋다는
2019. 7. 18. 14:16, 정우 : 운세를 봄
2019. 7. 18. 14:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:16, 원준오빠 : ㅇㅋㅇㅋ
2019. 7. 18. 14:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:16, 원준오빠 : 그럼 기각
2019. 7. 18. 14:16, 정우 : ㅇㅋ
2019. 7. 18. 14:16, 원준오빠 : 한길이라도 끌고가지머
2019. 7. 18. 14:16, 정우 : 중요한일이뭘까했는데
2019. 7. 18. 14:17, 원준오빠 : 맞다 오재 부산은 ㅡㅡ
2019. 7. 18. 14:17, 정우 : 생겨벌이네
2019. 7. 18. 14:17, 원준오빠 : 바로 생겨벌이쥬
2019. 7. 18. 14:17, 원준오빠 : 빕스=존나즁요
2019. 7. 18. 14:17, 정우 : ㅇㅈㅇㅈ
2019. 7. 18. 14:18, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:18, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:18, (알 수 없음) : 뒤진다
2019. 7. 18. 14:18, (알 수 없음) : 진짜
2019. 7. 18. 14:18, (알 수 없음) : 이번방학
2019. 7. 18. 14:18, (알 수 없음) : 개놀거야
2019. 7. 18. 14:18, (알 수 없음) : 는안됨
2019. 7. 18. 14:18, (알 수 없음) : 씨발 ,,
2019. 7. 18. 14:18, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:19, 원준오빠 : 아 나 푸산 언제가보냐규우우
2019. 7. 18. 14:19, (알 수 없음) : 그주에내려와서
2019. 7. 18. 14:19, (알 수 없음) : 금욜까지있따가
2019. 7. 18. 14:19, (알 수 없음) : 부산갈래?
2019. 7. 18. 14:19, 원준오빠 : ㅁㅊ
2019. 7. 18. 14:19, (알 수 없음) : 우리아빠
2019. 7. 18. 14:19, (알 수 없음) : 한국들어올듯
2019. 7. 18. 14:19, (알 수 없음) : 껄껄
2019. 7. 18. 14:19, 경민 : 아
2019. 7. 18. 14:19, 경민 : 존나
2019. 7. 18. 14:19, 경민 : 평일이구ㅏㄴ
2019. 7. 18. 14:19, 원준오빠 : 와 ㄹㅇ 기회네
2019. 7. 18. 14:19, 원준오빠 : 근데 주말에 치업캠프감 ㅠ
2019. 7. 18. 14:19, (알 수 없음) : 아맞ㅇ
2019. 7. 18. 14:19, 원준오빠 : ㅠㅠㅠ
2019. 7. 18. 14:19, (알 수 없음) : 아맞오,,,
2019. 7. 18. 14:19, 원준오빠 : 아 포기
2019. 7. 18. 14:19, 원준오빠 : 돈 벌고
2019. 7. 18. 14:19, 원준오빠 : 내려가서
2019. 7. 18. 14:20, 원준오빠 : 럭셔리 부산 ㄱ
2019. 7. 18. 14:20, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:20, (알 수 없음) : 럭부
2019. 7. 18. 14:20, (알 수 없음) : ㄱ
2019. 7. 18. 14:20, (알 수 없음) : 나 학교
2019. 7. 18. 14:20, (알 수 없음) : 할인받을수있는데
2019. 7. 18. 14:20, (알 수 없음) : 호텔할인가능
2019. 7. 18. 14:20, (알 수 없음) : 근데 우리집에서 잘거임?
2019. 7. 18. 14:20, (알 수 없음) : ㅡㅡ
2019. 7. 18. 14:20, (알 수 없음) : 안받아주는데
2019. 7. 18. 14:20, (알 수 없음) : 흠
2019. 7. 18. 14:21, 원준오빠 : 호텔할인해준다매
2019. 7. 18. 14:21, 원준오빠 : 너 호텔가서 자
2019. 7. 18. 14:21, 원준오빠 : 난 너집
2019. 7. 18. 14:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:24, (알 수 없음) : 집
2019. 7. 18. 14:24, (알 수 없음) : 빈방있음
2019. 7. 18. 14:24, (알 수 없음) : ㄱ
2019. 7. 18. 14:24, (알 수 없음) : 근데
2019. 7. 18. 14:24, (알 수 없음) : 에어컨이업서서
2019. 7. 18. 14:24, (알 수 없음) : 개더울듯 ㅎ;
2019. 7. 18. 14:25, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:25, 원준오빠 : 으으 부산..
2019. 7. 18. 14:34, (알 수 없음) : zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:34, (알 수 없음) : ㅎ;
2019. 7. 18. 14:34, (알 수 없음) : 아님
2019. 7. 18. 14:34, (알 수 없음) : 다같이거실에서자라고할듯
2019. 7. 18. 14:36, 빠충 : 어
2019. 7. 18. 14:36, 빠충 : 라이온킹
2019. 7. 18. 14:36, 빠충 : 심바
2019. 7. 18. 14:36, 빠충 : 차일디쉬 갬비노였네
2019. 7. 18. 14:42, 경민 : 아
2019. 7. 18. 14:42, 경민 : 뒤에서
2019. 7. 18. 14:42, 경민 : 누가
2019. 7. 18. 14:42, 경민 : 스피커에다가 계속
2019. 7. 18. 14:43, 경민 : 라이언킹 한국말 들려줘 로 테스트함 개빡치네 시끄러워
2019. 7. 18. 14:43, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:47, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋasrㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 14:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 15:01, 경민 : ㅂㄷㅂㄷ
2019. 7. 18. 15:23, (알 수 없음) : 채널을
2019. 7. 18. 15:23, (알 수 없음) : 보통줄이면
2019. 7. 18. 15:23, (알 수 없음) : 축약형을어케쓰지?
2019. 7. 18. 15:23, (알 수 없음) : channel
2019. 7. 18. 15:23, (알 수 없음) : chn?
2019. 7. 18. 15:23, (알 수 없음) : ch?
2019. 7. 18. 15:23, 빠충 : Ch
2019. 7. 18. 15:25, 정우 : 아
2019. 7. 18. 15:25, 정우 : 아이스크림와플 먹고싶다
2019. 7. 18. 15:25, 경민 : ch
2019. 7. 18. 15:25, (알 수 없음) : 오퀭
2019. 7. 18. 15:25, 경민 : 신촌에 마싯는아이스크림와플집 있잔아
2019. 7. 18. 15:26, 정우 : 어디지
2019. 7. 18. 15:26, 경민 : 독수리약국쪽에그냥 길거리
2019. 7. 18. 15:28, 정우 : 아
2019. 7. 18. 15:28, 정우 : 길거리와플
2019. 7. 18. 15:28, 정우 : 존맛이지
2019. 7. 18. 15:28, 정우 : 짭짭
2019. 7. 18. 15:28, 경민 : ㅇㅇ,,,ㅎ
2019. 7. 18. 15:28, 정우 : ㅠ
2019. 7. 18. 15:40, 경민 : http://www.shilladfs.com/estore/kr/ko/Bag-Wallet/Hand-Bag/Tote-Shoulder-Cross-Bag/p/3640135
2019. 7. 18. 15:40, 경민 : 이고오똠?
2019. 7. 18. 15:42, 원준오빠 : 이쁘넴
2019. 7. 18. 15:44, 경민 : 조고랑
2019. 7. 18. 15:45, 원준오빠 : 쇠고랑
2019. 7. 18. 15:45, 경민 : 엑!
2019. 7. 18. 15:45, 경민 : ㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 15:45, 원준오빠 : 이모티콘 
2019. 7. 18. 15:47, 정우 : 오 뭔가
2019. 7. 18. 15:48, 정우 : 신기하게생김
2019. 7. 18. 15:56, 경민 : 쿠훕하나지룰가,,,
2019. 7. 18. 16:10, 경민 : http://sports.khan.co.kr/entertainment/sk_index.html?art_id=201907181512003&sec_id=540101&pt=nv
2019. 7. 18. 16:10, 경민 : 엥
2019. 7. 18. 16:10, (알 수 없음) : 봐벌림
2019. 7. 18. 16:11, (알 수 없음) : 임블리는
2019. 7. 18. 16:11, (알 수 없음) : 안잡아가냐오
2019. 7. 18. 16:13, (알 수 없음) : 뭐지
2019. 7. 18. 16:13, (알 수 없음) : 마우스밧데리많은데
2019. 7. 18. 16:14, (알 수 없음) : 왜맛탱ㅇㅣ갔었지
2019. 7. 18. 16:14, (알 수 없음) : 흠
2019. 7. 18. 16:18, 양우성 : 허위광고들 그럼 다 징역잡아가야하나
2019. 7. 18. 16:19, 양우성 : 빡세넵
2019. 7. 18. 16:21, 경민 : 빕스
2019. 7. 18. 16:21, 경민 : 가시는분들
2019. 7. 18. 16:21, 경민 : 사진
2019. 7. 18. 16:21, 경민 : 이거또연데 5시에
2019. 7. 18. 16:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 16:22, (알 수 없음) : 몇개'
2019. 7. 18. 16:22, (알 수 없음) : 하면됨
2019. 7. 18. 16:22, 경민 : 인당 4개 가능하다는군
2019. 7. 18. 16:23, (알 수 없음) : 4개
2019. 7. 18. 16:23, (알 수 없음) : 해벌임;
2019. 7. 18. 16:23, (알 수 없음) : ㅆㅃ
2019. 7. 18. 16:23, 원준오빠 : 오 도전도전
2019. 7. 18. 16:23, (알 수 없음) : 근디 위멮
2019. 7. 18. 16:23, (알 수 없음) : 아이디기억안나쥬 ,, ㅅㅂ
2019. 7. 18. 16:23, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 16:23, 경민 : 저게근데
2019. 7. 18. 16:23, 경민 : 만원깎아주는걸
2019. 7. 18. 16:24, 경민 : 천원에팔겟다는
2019. 7. 18. 16:24, 경민 : 건가?
2019. 7. 18. 16:24, 경민 : 원래빕스얼마임
2019. 7. 18. 16:24, 경민 : 평일런치가 원래 21900원인데
2019. 7. 18. 16:24, 경민 : 저거사면그럼
2019. 7. 18. 16:24, 경민 : 12900원에 먹는건갑?
2019. 7. 18. 16:24, (알 수 없음) : ㄷ,ㄹ아어ㅣㅆ따
2019. 7. 18. 16:24, (알 수 없음) : 천원에
2019. 7. 18. 16:24, (알 수 없음) : 파는듯
2019. 7. 18. 16:24, (알 수 없음) : 그니까
2019. 7. 18. 16:24, (알 수 없음) : 그
2019. 7. 18. 16:24, 경민 : ㅇㅇ
2019. 7. 18. 16:24, (알 수 없음) : 예를들어
2019. 7. 18. 16:24, 경민 : 만원권을 천원에 판는거니까
2019. 7. 18. 16:24, (알 수 없음) : 스테이끼
2019. 7. 18. 16:24, 경민 : 12900원인거
2019. 7. 18. 16:24, 경민 : 아님
2019. 7. 18. 16:24, 경민 : ?
2019. 7. 18. 16:24, (알 수 없음) : 같은거시켜도되니까
2019. 7. 18. 16:25, (알 수 없음) : 4만원을 3명이 다해
2019. 7. 18. 16:25, (알 수 없음) : 그럼 12000원에
2019. 7. 18. 16:25, (알 수 없음) : 먹는거지
2019. 7. 18. 16:25, (알 수 없음) : 어떰
2019. 7. 18. 16:25, 경민 : ㄴ근데
2019. 7. 18. 16:25, (알 수 없음) : 개망상
2019. 7. 18. 16:25, 경민 : 그거
2019. 7. 18. 16:25, 경민 : 최소
2019. 7. 18. 16:25, (알 수 없음) : ㅇㅇ
2019. 7. 18. 16:25, 경민 : 가격
2019. 7. 18. 16:25, 경민 : 잇을걸
2019. 7. 18. 16:25, (알 수 없음) : 아
2019. 7. 18. 16:25, 경민 : ㅇㅇ;;
2019. 7. 18. 16:25, 경민 : 얼마이상
2019. 7. 18. 16:25, 경민 : 1장
2019. 7. 18. 16:25, 경민 : 얼마이상2장
2019. 7. 18. 16:25, 경민 : 뭐이런거잇지안을까
2019. 7. 18. 16:25, 경민 : 상식적으로
2019. 7. 18. 16:25, (알 수 없음) : 그렇지
2019. 7. 18. 16:25, 경민 : ㅇ ㅇ ..  .
2019. 7. 18. 16:25, (알 수 없음) : 그럼아까
2019. 7. 18. 16:25, (알 수 없음) : 수테이끼
2019. 7. 18. 16:25, (알 수 없음) : 있는거더낫나
2019. 7. 18. 16:25, 경민 : 우선
2019. 7. 18. 16:25, 경민 : 걍
2019. 7. 18. 16:25, (알 수 없음) : 일단하고
2019. 7. 18. 16:25, 경민 : 사고
2019. 7. 18. 16:25, (알 수 없음) : ㅇㅋ
2019. 7. 18. 16:25, 경민 : 환불하면
2019. 7. 18. 16:25, 경민 : 댐
2019. 7. 18. 16:25, 경민 : ㅇㅇ
2019. 7. 18. 16:25, 정우 : 두번가셈
2019. 7. 18. 16:25, 정우 : 세번가셈
2019. 7. 18. 16:25, 정우 : 돈왜범
2019. 7. 18. 16:25, 정우 : 운동왜함
2019. 7. 18. 16:26, 정우 : 다 빕스갈라고 하는거지
2019. 7. 18. 16:26, 경민 : ㅋㅋㅋㅋㅋ
2019. 7. 18. 16:26, 정우 : 이모티콘 
2019. 7. 18. 16:26, 경민 : 이정우
2019. 7. 18. 16:26, 경민 : 저임티맨날써서
2019. 7. 18. 16:26, 경민 : ㄹㅇ이정우같아
2019. 7. 18. 16:26, 정우 : ㅇ게제일앞에있어서
2019. 7. 18. 16:26, 정우 : ㅎ;;;;
2019. 7. 18. 16:26, 정우 : 이모티콘 
2019. 7. 18. 16:27, (알 수 없음) : mm
2019. 7. 18. 16:27, (알 수 없음) : ㅡ.ㅡ;
2019. 7. 18. 16:27, 경민 : ㅋ , ㅋ
2019. 7. 18. 16:27, 경민 : 아니우리여룸엠튀안감?ㅇㅅㅇ!
2019. 7. 18. 16:27, 경민 : 갑분엠
2019. 7. 18. 16:29, 이석준 : 8월에
2019. 7. 18. 16:29, 이석준 : 가기로한거아님?
2019. 7. 18. 16:29, 이석준 : 정우 시험끝나면
2019. 7. 18. 16:30, 정우 : 가아아아아아아아악
2019. 7. 18. 16:30, 정우 : 근데어디감
2019. 7. 18. 16:30, 이석준 : 그러게
2019. 7. 18. 16:31, 경민 : @ ㅔ
  @
2019. 7. 18. 16:31, 경민 : 8월에가는고임
2019. 7. 18. 16:31, 원준오빠 : ㄹㅇ 정우임
2019. 7. 18. 16:34, 이석준 : https://www.facebook.com/118371538238908/posts/2327203110689062/
2019. 7. 18. 16:34, 이석준 : 인디겜 수준
2019. 7. 18. 16:34, 이석준 : 어제 점수 개빨렸는데
2019. 7. 18. 16:34, 경민 : zzzz
2019. 7. 18. 16:41, 빠충 : 블루투스 이어폰
2019. 7. 18. 16:41, 빠충 : 한번 써본다
2019. 7. 18. 16:42, 원준오빠 : ㄱ ㄱ
2019. 7. 18. 16:42, 빠충 : 배송 레츠기릿
2019. 7. 18. 16:57, 원준오빠 : 준비
2019. 7. 18. 16:58, 원준오빠 : 오재 준비됨?
2019. 7. 18. 17:00, (알 수 없음) : ㅇㅇ
2019. 7. 18. 17:02, (알 수 없음) : 사진
2019. 7. 18. 17:02, (알 수 없음) : 함
2019. 7. 18. 17:02, (알 수 없음) : 이제사용어케하는징라아봄
2019. 7. 18. 17:02, (알 수 없음) : 알아봄
2019. 7. 18. 17:03, 이석준 : 와 그걸 성공하네
2019. 7. 18. 17:03, 이석준 : ㅈㄴ 신기
2019. 7. 18. 17:03, 정우 : ㅁㅊ
2019. 7. 18. 17:03, 정우 : 쟤진짜
2019. 7. 18. 17:03, 정우 : 능력자야
2019. 7. 18. 17:03, (알 수 없음) : 사진
2019. 7. 18. 17:03, (알 수 없음) : 심지어4개
2019. 7. 18. 17:03, (알 수 없음) : 했음
2019. 7. 18. 17:03, (알 수 없음) : 퀘퀘케
2019. 7. 18. 17:03, (알 수 없음) : 근데 4개
2019. 7. 18. 17:03, (알 수 없음) : 필요가없네
2019. 7. 18. 17:03, (알 수 없음) : 우리 4명이서 가서
2019. 7. 18. 17:03, (알 수 없음) : 아니....
2019. 7. 18. 17:03, (알 수 없음) : 아닌가'
2019. 7. 18. 17:03, (알 수 없음) : 뭐가이득인지모르겠네
2019. 7. 18. 17:04, 정우 : 엥
2019. 7. 18. 17:04, 정우 : 2장밖에못쓰네
2019. 7. 18. 17:04, (알 수 없음) : 7만원이상 최대 2매
2019. 7. 18. 17:04, (알 수 없음) : 그니까
2019. 7. 18. 17:04, (알 수 없음) : 두테이블잡고
2019. 7. 18. 17:04, (알 수 없음) : 2매 2매
2019. 7. 18. 17:04, (알 수 없음) : 쓰면됨
2019. 7. 18. 17:04, 정우 : ㅇㅎ
2019. 7. 18. 17:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 18. 17:04, 정우 : 그럼
2019. 7. 18. 17:04, (알 수 없음) : 그럼둘이서 한 5마넌정도로
2019. 7. 18. 17:04, (알 수 없음) : 먹는거아닌가?
2019. 7. 18. 17:04, 정우 : 14만원
2019. 7. 18. 17:04, (알 수 없음) : 7마넌딱 채우면
2019. 7. 18. 17:04, 정우 : 먹고 10만원
2019. 7. 18. 17:04, (알 수 없음) : ㅇㅇ
2019. 7. 18. 17:04, (알 수 없음) : 그치
2019. 7. 18. 17:04, 정우 : 그럼인당
2019. 7. 18. 17:04, 정우 : 2
2019. 7. 18. 17:04, 정우 : 2.5
2019. 7. 18. 17:04, (알 수 없음) : 2~3
2019. 7. 18. 17:04, (알 수 없음) : 정도
2019. 7. 18. 17:04, (알 수 없음) : ㅇㅇ
2019. 7. 18. 17:04, 정우 : ㅇㅇㅇ
2019. 7. 18. 17:05, (알 수 없음) : 사진
2019. 7. 18. 17:05, (알 수 없음) : 통신사있는애들끼리 나뉘자
2019. 7. 18. 17:05, 정우 : 통신사
2019. 7. 18. 17:05, 정우 : 뭐되냐
2019. 7. 18. 17:05, (알 수 없음) : skt kt
2019. 7. 18. 17:05, (알 수 없음) : 나 skt넵
2019. 7. 18. 17:05, 원준오빠 : sk vip 15퍼 되던데
2019. 7. 18. 17:05, 정우 : 나kt
2019. 7. 18. 17:05, 정우 : 보공
2019. 7. 18. 17:05, (알 수 없음) : 이거뭐
2019. 7. 18. 17:05, (알 수 없음) : 배달오는거냐?
2019. 7. 18. 17:05, 정우 : 보고옴
2019. 7. 18. 17:05, 원준오빠 : 나도 kt
2019. 7. 18. 17:05, (알 수 없음) : 학교로 배달시켜놨네
2019. 7. 18. 17:05, 원준오빠 : 15퍼
2019. 7. 18. 17:05, (알 수 없음) : 주소가 왜 학교로 되어있찌
2019. 7. 18. 17:06, (알 수 없음) : 하이튼
2019. 7. 18. 17:06, (알 수 없음) : 했는데
2019. 7. 18. 17:06, (알 수 없음) : 주문취소만안되면
2019. 7. 18. 17:06, (알 수 없음) : 되는건가?
2019. 7. 18. 17:06, (알 수 없음) : 잘했음?
2019. 7. 18. 17:06, (알 수 없음) : 개이덕
2019. 7. 18. 17:06, (알 수 없음) : 근데
2019. 7. 18. 17:06, (알 수 없음) : 아직도되는거같은데
2019. 7. 18. 17:06, (알 수 없음) : 아닌가
2019. 7. 18. 17:07, 정우 : vip만 15퍼고
2019. 7. 18. 17:07, 정우 : 나머지는 5퍼네
