Talk_2021.8.24 13:11-68.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 6일 수요일
2020. 5. 6. 08:43, (알 수 없음) : ㅊㅋㅊㅋㅊ
2020. 5. 12. 15:13, 원준오빠 : 와 진짜 최고의 소비였음
2020. 5. 12. 15:13, 경민 : 쿸쿠
2020. 5. 12. 15:58, 부그뷰 : 건방지다 쌧기드라
2020. 5. 12. 15:58, 부그뷰 : 이모티콘 
2020. 5. 12. 15:59, 부그뷰 : 오늘내일 거의 밤샐삘인데
2020. 5. 12. 15:59, 부그뷰 : 호호
2020. 5. 12. 16:12, 원준오빠 : ㅊㅋㅊㅋ 같이해욥
2020. 5. 12. 16:28, (알 수 없음) : ㅊㅋㅊㅋ나둣
2020. 5. 12. 16:28, (알 수 없음) : 이미어제다섯시애잣쥬
2020. 5. 12. 16:28, (알 수 없음) : 이모티콘 
2020. 5. 12. 16:31, 정우 : 다들열심히사는구만
2020. 5. 12. 16:42, (알 수 없음) : 다열사
2020. 5. 12. 16:42, (알 수 없음) : 벌써5시주
2020. 5. 12. 16:47, (알 수 없음) : 시간 호로록!
2020. 5. 12. 17:00, 원준오빠 : 에엥
2020. 5. 12. 17:00, 원준오빠 : 길 방송 복귀한데
2020. 5. 12. 17:00, 원준오빠 : 얘는 진짜,, 눈치가 존재하질 않네,,
2020. 5. 12. 17:03, (알 수 없음) : ?
2020. 5. 12. 17:03, (알 수 없음) : 호엥이네
2020. 5. 12. 17:04, 경민 : 오재훈꼴남
2020. 5. 12. 17:04, 경민 : ㅅㅂ애니3성인데
2020. 5. 12. 17:04, 경민 : 피즈가안뜨누
2020. 5. 12. 17:04, 경민 : ;
2020. 5. 12. 17:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:05, (알 수 없음) : ㅅㅂ
2020. 5. 12. 17:05, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ오재훈꼴이라고하는거
2020. 5. 12. 17:05, (알 수 없음) : 개웃기네
2020. 5. 12. 17:05, (알 수 없음) : 아니나저번에
2020. 5. 12. 17:05, (알 수 없음) : 블리츠?
2020. 5. 12. 17:05, (알 수 없음) : 따라했다가
2020. 5. 12. 17:05, (알 수 없음) : 오재훈이라고 못박힘
2020. 5. 12. 17:05, (알 수 없음) : 걔 하필특성 싸움꾼;
2020. 5. 12. 17:05, (알 수 없음) : ㅅㅂ
2020. 5. 12. 17:05, (알 수 없음) : 오재훈덱깐다
2020. 5. 12. 17:05, (알 수 없음) : 덱간다
2020. 5. 12. 17:05, (알 수 없음) : 이럼
2020. 5. 12. 17:05, (알 수 없음) : 김경민이
2020. 5. 12. 17:05, (알 수 없음) : ㅠ
2020. 5. 12. 17:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:06, 정우 : 오재훈덱
2020. 5. 12. 17:06, 정우 : 싸움거냐
2020. 5. 12. 17:08, 경민 : 아짱나
2020. 5. 12. 17:08, 경민 : ㅋㅋㅋㅋㅋㅅㅂ8등
2020. 5. 12. 17:08, 경민 : 또강등되겟누
2020. 5. 12. 17:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:09, 정우 : 아 배고파
2020. 5. 12. 17:09, 정우 : 빨리끝나라
2020. 5. 12. 17:09, 정우 : 오늘잘날렸다
2020. 5. 12. 17:09, 이석준 : 배고팡
2020. 5. 12. 17:09, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:09, 이석준 : 팡팡팡
2020. 5. 12. 17:09, (알 수 없음) : 돈가스
2020. 5. 12. 17:09, 이석준 : 볼팡팡
2020. 5. 12. 17:09, 정우 : 배고팡
2020. 5. 12. 17:09, (알 수 없음) : 추천해쥼
2020. 5. 12. 17:09, 정우 : 오늘
2020. 5. 12. 17:10, 이석준 : 저녁 카레돈까스
2020. 5. 12. 17:10, 정우 : 또술먹으러감
2020. 5. 12. 17:10, (알 수 없음) : 요새
2020. 5. 12. 17:10, 이석준 : 위에 계란 올려서
2020. 5. 12. 17:10, (알 수 없음) : 석대님
2020. 5. 12. 17:10, (알 수 없음) : 약간
2020. 5. 12. 17:10, (알 수 없음) : 공격적인데
2020. 5. 12. 17:10, 정우 : 오늘은 남자애들끼리
2020. 5. 12. 17:10, 정우 : 어떰
2020. 5. 12. 17:10, (알 수 없음) : 오늘나보고
2020. 5. 12. 17:10, (알 수 없음) : 죽기위해사시죠?
2020. 5. 12. 17:10, (알 수 없음) : 이럼
2020. 5. 12. 17:10, (알 수 없음) : ㅠ
2020. 5. 12. 17:10, 정우 : ?
2020. 5. 12. 17:10, 정우 : 반격안함?
2020. 5. 12. 17:10, (알 수 없음) : 힘듬
2020. 5. 12. 17:10, (알 수 없음) : 힘줘보라길래
2020. 5. 12. 17:10, (알 수 없음) : 힘줄줄모르는데요
2020. 5. 12. 17:10, 정우 : 모든생물은 죽기위해 사는거라고
2020. 5. 12. 17:10, 정우 : 그랬어야지
2020. 5. 12. 17:10, (알 수 없음) : 곧뒤지시겟ㄴㅔ요
2020. 5. 12. 17:10, (알 수 없음) : 30살까지사신다면서요
2020. 5. 12. 17:10, (알 수 없음) : 이러던데
2020. 5. 12. 17:10, (알 수 없음) : ㅠ
2020. 5. 12. 17:10, 정우 : 석대님 안뒤져요?
2020. 5. 12. 17:10, 정우 : ㄱ
2020. 5. 12. 17:10, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:10, (알 수 없음) : ㅠ
2020. 5. 12. 17:10, (알 수 없음) : 석대님;
2020. 5. 12. 17:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:10, (알 수 없음) : 요새너무공격적
2020. 5. 12. 17:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:10, (알 수 없음) : 휴
2020. 5. 12. 17:10, 정우 : 아
2020. 5. 12. 17:10, 정우 : 미친
2020. 5. 12. 17:11, (알 수 없음) : 주변에한명더있는데
2020. 5. 12. 17:11, 정우 : 배고프잖아
2020. 5. 12. 17:11, 정우 : 빨리끝내줘
2020. 5. 12. 17:11, (알 수 없음) : 우디 팔모가지부숨
2020. 5. 12. 17:11, (알 수 없음) : 우디원래 잘부숴지잖아
2020. 5. 12. 17:11, (알 수 없음) : 근데진짜잘부숴지더라
2020. 5. 12. 17:11, 정우 : 우디?
2020. 5. 12. 17:11, (알 수 없음) : 토이스토리반영쩔었따;
2020. 5. 12. 17:11, 정우 : 아
2020. 5. 12. 17:11, 정우 : ㅁㅊ
2020. 5. 12. 17:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:11, (알 수 없음) : 그래서
2020. 5. 12. 17:11, (알 수 없음) : 팔모가지 두개날라감
2020. 5. 12. 17:11, (알 수 없음) : 지금
2020. 5. 12. 17:11, 정우 : 뭔 우딘가했네
2020. 5. 12. 17:11, (알 수 없음) : ;;
2020. 5. 12. 17:11, 정우 : 개꿀
2020. 5. 12. 17:11, (알 수 없음) : 점점 점
2020. 5. 12. 17:11, (알 수 없음) : 더 가가려고하면
2020. 5. 12. 17:11, 정우 : 배고파
2020. 5. 12. 17:11, 정우 : 족발집
2020. 5. 12. 17:11, 정우 : 사람없어라 제발
2020. 5. 12. 17:12, 정우 : 존맛집이라는데
2020. 5. 12. 17:12, 정우 : 맨날풀방이여
2020. 5. 12. 17:12, 재환오빠 : 우디르
2020. 5. 12. 17:14, 원준오빠 : 석대
2020. 5. 12. 17:14, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:14, 원준오빠 : 한번 싸우셈
2020. 5. 12. 17:14, 원준오빠 : 인간시대의끝이도래했다
2020. 5. 12. 17:14, 원준오빠 : ㄱㄱ
2020. 5. 12. 17:14, 정우 : 으디 석사주제에
2020. 5. 12. 17:14, 정우 : 박사한테
2020. 5. 12. 17:14, 정우 : 으디으디
2020. 5. 12. 17:15, 경민 : ㅁㅊ
2020. 5. 12. 17:15, 경민 : 극적으로
2020. 5. 12. 17:15, 경민 : 꼴지안함
2020. 5. 12. 17:15, 원준오빠 : ㅊㅋㅊㅋ
2020. 5. 12. 17:15, 정우 : ㅊㅋㅊㅋ
2020. 5. 12. 17:16, 원준오빠 : 오능
2020. 5. 12. 17:16, 원준오빠 : 블이츠3성 만들어야겠다
2020. 5. 12. 17:17, 경민 : ㅅㅂ극적으로
2020. 5. 12. 17:17, 경민 : 3등중
2020. 5. 12. 17:18, 경민 : 이맛에;메카하는건가
2020. 5. 12. 17:18, 원준오빠 : 와우
2020. 5. 12. 17:19, 정우 : 어잉
2020. 5. 12. 17:19, 정우 : 삼성떴네
2020. 5. 12. 17:19, 정우 : 떨어졌네
2020. 5. 12. 17:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:19, 경민 : 3등만족
2020. 5. 12. 17:19, 경민 : 휴
2020. 5. 12. 17:21, (알 수 없음) : tq
2020. 5. 12. 17:21, (알 수 없음) : 인간시대의끝이도래했다
2020. 5. 12. 17:21, (알 수 없음) : 왜케웃김
2020. 5. 12. 17:21, 재환오빠 : 정우 힘내라...
2020. 5. 12. 17:21, 재환오빠 : 님들 저거 samsung임
2020. 5. 12. 17:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:22, 정우 : ㅁㅊ
2020. 5. 12. 17:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:22, 정우 : 근데괜찮아여
2020. 5. 12. 17:22, 정우 : 이틀만에 바꿔서쓴거라
2020. 5. 12. 17:24, 정우 : ㅅㅂ삼성채용 실검1위네
2020. 5. 12. 17:24, 정우 : 나눠서안내고 한방에냈나보군
2020. 5. 12. 17:24, 경민 : 서담훑어보고왓는데
2020. 5. 12. 17:24, 경민 : ;;;공대 석산데탈햇대
2020. 5. 12. 17:25, 재환오빠 : 그럴수도있지..
2020. 5. 12. 17:26, 재환오빠 : 근데 서류합 엄청 적나본데?
2020. 5. 12. 17:26, 경민 : ㅇㅇ;;;
2020. 5. 12. 17:26, 경민 : 코로나땜에
2020. 5. 12. 17:26, 재환오빠 : 2배수정도만 뽑앗나벼
2020. 5. 12. 17:26, 경민 : 더그렇겟지모,.
2020. 5. 12. 17:26, 경민 : 내생각엔
2020. 5. 12. 17:26, 재환오빠 : ㅇㅇ시험 덜치게할라고
2020. 5. 12. 17:26, 경민 : 삼성
2020. 5. 12. 17:26, 경민 : ㅇㅇ
2020. 5. 12. 17:26, 경민 : 시험이번에
2020. 5. 12. 17:26, 경민 : 온라인으로친다는
2020. 5. 12. 17:26, 경민 : 말이많아서
2020. 5. 12. 17:26, 경민 : 최소한으로뽑았는거같은데 먼가
2020. 5. 12. 17:26, 재환오빠 : ㅇㅇ온라인사트본대
2020. 5. 12. 17:31, 정우 : ㅇㅇ온라인본댔음
2020. 5. 12. 17:31, 정우 : 30일이었나
2020. 5. 12. 17:31, 정우 : 31일 다른시험이나 신청해서 봐야겠다
2020. 5. 12. 17:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 17:31, 정우 : 아배고파
2020. 5. 12. 17:31, 정우 : 20분남았다
2020. 5. 12. 17:39, 이석준 : 으으으으으
2020. 5. 12. 17:42, 원준오빠 : 나도 떨어짐 ㅎㅎㅎ
2020. 5. 12. 17:43, 원준오빠 : 국비교육각이다 ㅎㅎㅎ
2020. 5. 12. 17:52, 원준오빠 : 정우야 너네 교육 커리큘럼나와있는거 있늠??
2020. 5. 12. 17:53, 정우 : 집가면 있을텐데
2020. 5. 12. 17:53, 정우 : 한번찾아볼게ㅋㅋㅋㅋㅋ
2020. 5. 12. 17:53, 정우 : 근데오늘 술마시는게 함정
2020. 5. 12. 17:55, 원준오빠 : 오케오케ㅋㅋㅋ킼
2020. 5. 12. 18:00, Sekwang Ludan : 하.. 퇴근!!!
2020. 5. 12. 18:07, (알 수 없음) : 하!!!!!!!!!!!!!!!!!!!!!1
2020. 5. 12. 18:07, 이석준 : 볼빵빵
2020. 5. 12. 18:10, (알 수 없음) : dho왜
2020. 5. 12. 18:10, (알 수 없음) : 이석준
2020. 5. 12. 18:14, 이석준 : 그냥
2020. 5. 12. 18:15, 재환오빠 : 가끔~
2020. 5. 12. 18:15, 재환오빠 : 그리울뿐인데~
2020. 5. 12. 18:16, 이석준 : 너와 입을맞추고~
2020. 5. 12. 18:16, 이석준 : 널 감싸안았던~~~~~~
2020. 5. 12. 18:17, 재환오빠 : 아주 가끔~ 보고플뿐인데~~~
2020. 5. 12. 18:17, 재환오빠 : 오늘은 왜 이렇게 눈물이나는지
2020. 5. 12. 18:18, 재환오빠 : 예헤~~~~~~
2020. 5. 12. 18:18, 이석준 : 아 미쓔
2020. 5. 12. 18:19, 재환오빠 : 사진
2020. 5. 12. 18:19, 재환오빠 : 이거보고 다들 경각심 가지도록
2020. 5. 12. 18:20, (알 수 없음) : ztq
2020. 5. 12. 18:20, (알 수 없음) : 도랐다진짜
2020. 5. 12. 18:21, 재환오빠 : 샵검색: #코로나19 이태원 확진자
2020. 5. 12. 18:21, 재환오빠 : 오늘은 102명임
2020. 5. 12. 18:21, 재환오빠 : 추월
2020. 5. 12. 18:21, 경민 : ㅁㅊ
2020. 5. 12. 18:22, 경민 : 진짜개존나많아
2020. 5. 12. 18:22, 경민 : 아 회사가기싫은데
2020. 5. 12. 18:22, 경민 : 회의누
2020. 5. 12. 18:23, Sekwang Ludan : 하.. 환승역 한정거장 지나옴
2020. 5. 12. 18:23, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 18:23, 이석준 : ㅁㅊ 102명?
2020. 5. 12. 18:23, 경민 : ㅋㅋㅋㅋㅋ
2020. 5. 12. 18:23, Sekwang Ludan : ㄷㄷㄷ
2020. 5. 12. 18:33, (알 수 없음) : ㅁㅊ
2020. 5. 12. 18:33, (알 수 없음) : ㅈ
2020. 5. 12. 18:33, (알 수 없음) : ㄸㄷㅈ
2020. 5. 12. 18:33, (알 수 없음) : 이지
2020. 5. 12. 18:33, (알 수 없음) : ㄷㄷㄷ ㅎㅏ면
2020. 5. 12. 18:34, Sekwang Ludan : ㄷㄷㄷㅈ
2020. 5. 12. 18:34, 경민 : ㄴ
2020. 5. 12. 18:34, 경민 : 링피트
2020. 5. 12. 18:34, 경민 : 함
2020. 5. 12. 18:34, 이석준 : ㄴ
2020. 5. 12. 18:34, 이석준 : 룬테라
2020. 5. 12. 18:37, 정우 : 사진
2020. 5. 12. 18:37, 정우 : 사진
2020. 5. 12. 18:37, 정우 : 사진
2020. 5. 12. 18:37, 정우 : 사진
2020. 5. 12. 18:37, 정우 : 술마시러왔는데
2020. 5. 12. 18:37, 정우 : 고양이개많아
2020. 5. 12. 18:37, 정우 : 졸귀
2020. 5. 12. 18:42, (알 수 없음) : 냥냥
2020. 5. 12. 18:42, (알 수 없음) : 술그만머거라정유야
2020. 5. 12. 18:42, (알 수 없음) : 아할거산더미라하기싫어서
2020. 5. 12. 18:42, (알 수 없음) : 집가고싶어서
2020. 5. 12. 18:42, 정우 : 싫은데요
2020. 5. 12. 18:42, 정우 : 마실건데
2020. 5. 12. 18:42, (알 수 없음) : 할거산더미서
2020. 5. 12. 18:42, (알 수 없음) : 나도
2020. 5. 12. 18:42, (알 수 없음) : 오날술한잔해도되겟나
2020. 5. 12. 18:42, (알 수 없음) : 정우친구
2020. 5. 12. 18:44, 이석준 : ㄴ
2020. 5. 12. 18:45, Sekwang Ludan : 대단한놈 ㅋㅋㅋ
2020. 5. 12. 19:18, (알 수 없음) : ㅇㅋ,,
2020. 5. 12. 19:24, 원준오빠 : 한판하러감
2020. 5. 12. 19:36, (알 수 없음) : 쥬화
2020. 5. 12. 20:11, 원준오빠 : 에엥 오야붕
2020. 5. 12. 20:11, 원준오빠 : 패스 하나 더 사줌???
2020. 5. 12. 21:04, 경민 : 엥
2020. 5. 12. 21:04, (알 수 없음) : 엥
2020. 5. 12. 21:04, 경민 : 머가더이쑴?
2020. 5. 12. 21:06, 원준오빠 : 30달성하고
2020. 5. 12. 21:07, 원준오빠 : 프리미엄 플러슨가 뭔가
2020. 5. 12. 21:07, 원준오빠 : 경험치 쌓이던뎁
2020. 5. 12. 21:07, 원준오빠 : 달라진 점은 랭겜을 했다는 건데
2020. 5. 12. 21:07, 원준오빠 : 랭겜 해서 오른건가
2020. 5. 12. 21:07, 경민 : 에엥
2020. 5. 12. 21:08, 경민 : 몰게뜸
2020. 5. 12. 21:08, 경민 : 나는해준게업는걸
2020. 5. 12. 21:08, 경민 : ㅋㅋㅌㅋㅋ
2020. 5. 12. 21:09, 원준오빠 : 그럼 랭겜 덕인감
2020. 5. 12. 21:09, 원준오빠 : 불친절한 라이엇,,
2020. 5. 12. 21:09, (알 수 없음) : ㅡ.ㅡ
2020. 5. 12. 21:09, (알 수 없음) : 구만하고있어라
2020. 5. 12. 21:10, 원준오빠 : 한판하고 껏슴다
2020. 5. 12. 21:11, 원준오빠 : 조지시죠ㅠ형님
2020. 5. 12. 21:16, 경민 : ㅋㅋㅋㅋ
2020. 5. 12. 21:18, (알 수 없음) : 랭겜가야하니까
2020. 5. 12. 21:18, (알 수 없음) : 빡취낟
2020. 5. 12. 21:19, 원준오빠 : 후욱후욱
2020. 5. 12. 21:20, 원준오빠 : 기합이다
2020. 5. 12. 21:26, 이석준 : 룬테라
2020. 5. 12. 21:26, 이석준 : 브론즈찍음
2020. 5. 12. 21:26, 이석준 : ㅅㅅ
2020. 5. 12. 21:26, 원준오빠 : ㅊㅊ
2020. 5. 12. 21:27, 이석준 : 어렵다 너무
2020. 5. 12. 21:27, 이석준 : ㄳㄳ
2020. 5. 12. 21:29, 경민 : ㅋㅋㅋㅋㅊㅋㅊㅋ
2020. 5. 12. 21:29, (알 수 없음) : ㅊㅋㅊㅋ
2020. 5. 12. 21:29, (알 수 없음) : 조용히열겜하는
2020. 5. 12. 21:29, (알 수 없음) : 이석준
2020. 5. 12. 21:29, (알 수 없음) : 박수쳐라
2020. 5. 12. 21:29, 이석준 : 오랜만에 tcg하는데
2020. 5. 12. 21:29, 이석준 : 롤체하는줄
2020. 5. 12. 21:29, 이석준 : 카드 공부해야함
2020. 5. 12. 21:32, 원준오빠 : 맞네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 21:32, 원준오빠 : 우리 유히왕 열심히 할 때가 있었지
2020. 5. 12. 21:32, 원준오빠 : 동방에서ㅋㅋㅋㅋ
2020. 5. 12. 21:38, 이석준 : 유희왕 너무 노가다였어
2020. 5. 12. 21:38, 이석준 : ㄹㅇ
2020. 5. 12. 21:39, (알 수 없음) : 10시전에귀가
2020. 5. 12. 21:39, (알 수 없음) : 때릴거임
2020. 5. 12. 21:39, (알 수 없음) : 갠ㅊ누?
2020. 5. 12. 21:39, 이석준 : ㅇㅋ
2020. 5. 12. 21:39, 이석준 : 허락해줌
2020. 5. 12. 21:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 12. 21:39, 정우 : ㅎㄹ
2020. 5. 12. 21:39, 정우 : ㄱㄴㄱㄴ
2020. 5. 12. 21:40, 정우 : 나도집가는중
2020. 5. 12. 21:41, (알 수 없음) : ㄱㅅㄱㅅ
2020. 5. 12. 22:07, 원준오빠 : 샵검색: #hormone
2020. 5. 12. 22:07, 원준오빠 : 스펠링 체크
2020. 5. 12. 22:08, 정우 : 아
2020. 5. 12. 22:08, 정우 : 힘드렁
2020. 5. 12. 22:38, Sekwang Ludan : 누가 우리정우 힘들게 해!!!!
2020. 5. 12. 22:38, Sekwang Ludan : ㅋㅋㅋ
2020. 5. 12. 22:45, 원준오빠 : 아니 나 랭겜 두번째 판인데
2020. 5. 12. 22:45, 원준오빠 : 왜 플레랑 함
2020. 5. 12. 22:45, 원준오빠 : 지난 랭크 반영되나 이거
2020. 5. 12. 22:52, (알 수 없음) : 술이그럴걸
2020. 5. 12. 22:52, 정우 : 술이힘들지
2020. 5. 12. 22:52, (알 수 없음) : 아 ㅁㅊ 수건빨아야하운대
2020. 5. 12. 23:08, (알 수 없음) : 20분에
2020. 5. 12. 23:08, (알 수 없음) : 아니
2020. 5. 12. 23:09, (알 수 없음) : 새워하고삼십분에
2020. 5. 12. 23:09, (알 수 없음) : ㄷ ㄷ ㄷ ㅈ 하러간다ㅔ
2020. 5. 12. 23:09, 정우 : ㄷㄷㄷㅈ
2020. 5. 12. 23:10, (알 수 없음) : 이모티콘 
2020. 5. 12. 23:16, 정우 : 어우
2020. 5. 12. 23:16, 정우 : 피곤해
2020. 5. 12. 23:16, 정우 : 내일은 또
2020. 5. 12. 23:16, 정우 : 일찍가야지
2020. 5. 12. 23:17, 원준오빠 : ㅇㅋㅇㅋ
2020. 5. 12. 23:18, (알 수 없음) : 이모티콘 
2020. 5. 12. 23:33, (알 수 없음) : ㅘ쉇
2020. 5. 12. 23:42, 정우 : 어우
2020. 5. 12. 23:42, 정우 : 힘드렁
2020. 5. 12. 23:42, 정우 : 졸령
2020. 5. 12. 23:43, 정우 : 자야지

2020년 5월 13일 수요일
2020. 5. 13. 01:11, 부그뷰 : 섹광이형 잠꼬대 중국어로한다 ㅋㅋㄹㅋㅋㅋㅋ
2020. 5. 13. 02:01, 원준오빠 : 오오
2020. 5. 13. 07:32, 이석준 : https://www.nocutnews.co.kr/news/5342164
2020. 5. 13. 07:32, 이석준 : ㅅㅂ
2020. 5. 13. 07:39, 정우 : ㅎㅇ
2020. 5. 13. 07:39, 정우 : 봤음
2020. 5. 13. 07:39, 정우 : 아침부터잡치는뉴스
2020. 5. 13. 07:39, 정우 : ㅅㅂ
2020. 5. 13. 07:40, 이석준 : ㄹㅇ 너무 짧은데
2020. 5. 13. 07:40, 이석준 : 그냥
2020. 5. 13. 07:40, 이석준 : 평생 보내버리지
2020. 5. 13. 07:40, 정우 : 판사님
2020. 5. 13. 07:41, 정우 : 반성의뜻을 잘모르시는듯
2020. 5. 13. 07:41, 이석준 : 반성은 감옥가서하는건데
2020. 5. 13. 07:41, 정우 : 진짜 인간이아닌짓을 했는데
2020. 5. 13. 07:41, 정우 : 반성했다고 존나까주는거
2020. 5. 13. 07:42, 정우 : 개맘에안듬
2020. 5. 13. 07:42, 정우 : 개같네 정말
2020. 5. 13. 07:42, 정우 : 근데 아침에 15분일찍나왔다고
2020. 5. 13. 07:42, 정우 : 지하철 좀 널널하네
2020. 5. 13. 07:43, 이석준 : ㄱㅇㄷ이네
2020. 5. 13. 07:43, 정우 : ㅇㅇ
2020. 5. 13. 07:43, 정우 : 하지만배고픔
2020. 5. 13. 07:44, 정우 : 아침을 포기하고 나온거라
2020. 5. 13. 07:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 07:44, 이석준 : 아침을 먹을까말까
2020. 5. 13. 07:44, 이석준 : 고민중인데
2020. 5. 13. 07:44, 정우 : 먹을수있다면
2020. 5. 13. 07:44, 정우 : 먹는다
2020. 5. 13. 07:44, 정우 : ㅊㅊ
2020. 5. 13. 07:45, 이석준 : 해야겠군
2020. 5. 13. 07:57, 정우 : 근데
2020. 5. 13. 07:57, 정우 : 왜케일찍일어남
2020. 5. 13. 07:57, 부그뷰 : ㅎㅎㅇㅇ
2020. 5. 13. 07:58, 정우 : ㅎㅇㅎㅇ
2020. 5. 13. 08:04, 이석준 : 요새 생활패턴 이상해서
2020. 5. 13. 08:04, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 08:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 08:04, 정우 : 그럴수있지......
2020. 5. 13. 08:04, 정우 : 이놈의 몸뚱아리
2020. 5. 13. 08:04, 이석준 : 어느날은 일찍자고 어느날은 늦게자고...
2020. 5. 13. 08:04, 정우 : 나는......
2020. 5. 13. 08:04, 정우 : 새벽에 눈뜸 이제
2020. 5. 13. 08:07, 부그뷰 : 난 거의 6 40에 눈뜸
2020. 5. 13. 08:07, 부그뷰 : 근데 맨날 1 2시에쟘
2020. 5. 13. 08:08, 정우 : 나는 12-1시에자고 5-6시에 눈뜸
2020. 5. 13. 08:08, 정우 : ㅅㅂ
2020. 5. 13. 08:09, 정우 : 5시에눈뜨는게
2020. 5. 13. 08:09, 정우 : 제일짜증나
2020. 5. 13. 08:09, 이석준 : 그거 자고
2020. 5. 13. 08:09, 이석준 : 버텨지나
2020. 5. 13. 08:09, 정우 : 커피를
2020. 5. 13. 08:09, 정우 : 존나빨고
2020. 5. 13. 08:09, 정우 : 중간중간 자고
2020. 5. 13. 08:09, 정우 : 하는거지 뭐
2020. 5. 13. 08:09, 정우 : ㅠ
2020. 5. 13. 08:10, 정우 : 오 벌써다와감
2020. 5. 13. 08:10, 정우 : 오늘진짜빨리왔다
2020. 5. 13. 08:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 08:37, (알 수 없음) : 어뭐지
2020. 5. 13. 08:37, (알 수 없음) : 어ㅐ알람소리가안나지
2020. 5. 13. 08:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 08:39, 정우 : 멍청하네 알람이
2020. 5. 13. 08:50, (알 수 없음) : 이상하네
2020. 5. 13. 08:50, (알 수 없음) : 흠
2020. 5. 13. 08:50, 정우 : 일어났으면
2020. 5. 13. 08:51, 정우 : 됐지
2020. 5. 13. 08:51, (알 수 없음) : 그러게
2020. 5. 13. 08:51, (알 수 없음) : ㅡㅡ그럼쥰비
2020. 5. 13. 08:51, (알 수 없음) : 해야지
2020. 5. 13. 08:51, (알 수 없음) : ㅠ
2020. 5. 13. 08:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 13. 09:24, (알 수 없음) : 후
2020. 5. 13. 09:24, (알 수 없음) : 학교답
2020. 5. 13. 09:29, 정우 : ㅊㅋㅊㅋ
2020. 5. 13. 09:29, (알 수 없음) : ㄱㅅㄱㅅㄱㅅ
2020. 5. 13. 09:31, 정우 : 오늘도열심히
2020. 5. 13. 09:31, 정우 : 머리굴려봄
2020. 5. 13. 09:33, (알 수 없음) : 화이팅
2020. 5. 13. 09:33, (알 수 없음) : 입닏ㅗ
2020. 5. 13. 09:34, (알 수 없음) : 입니도
2020. 5. 13. 09:34, 정우 : ㄱㅅㄱㅅㄱㅅ
2020. 5. 13. 10:07, 경민 : 오랜만에출근해서
2020. 5. 13. 10:07, 경민 : 체온쟀는데
2020. 5. 13. 10:07, 경민 : 온도가넘낮대 ㄱㅇㄷ;
2020. 5. 13. 10:19, (알 수 없음) : ;;ㅊㅁ
