Talk_2021.8.24 13:11-85.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 6월 24일 목요일
2021. 6. 24. 22:35, abyss오재 : 일단 얼찜먼저한다
2021. 7. 2. 18:52, 경민 : 케이블이가조거
2021. 7. 2. 18:52, 부그뷰 : 인싸볼쟁이
2021. 7. 2. 18:52, 경민 : 의자한개밖에업지안나
2021. 7. 2. 18:52, 부그뷰 : 오늘
2021. 7. 2. 18:52, 부그뷰 : 비주얼스튜디오로
2021. 7. 2. 18:52, 부그뷰 : 리눅스에 프로그래밍할수있는거
2021. 7. 2. 18:52, 부그뷰 : 처음알고 충격먹음
2021. 7. 2. 18:53, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 18:53, 부그뷰 : 근데 난 커뮤니티써서 못쓴대 그기능
2021. 7. 2. 18:53, 부그뷰 : ㅜ
2021. 7. 2. 18:53, 부그뷰 : 정품을사달라!
2021. 7. 2. 18:54, 경민 : 어ㅛㅣ갑자기
2021. 7. 2. 18:54, 경민 : 짜뻐개티먹고싳다
2021. 7. 2. 18:54, 부그뷰 : ㄱ
2021. 7. 2. 18:56, 이석준 : vscode  로 ssh 해서 하면
2021. 7. 2. 18:56, 이석준 : 개편함
2021. 7. 2. 18:57, abyss오재 : 의자두개잇으
2021. 7. 2. 18:57, abyss오재 : 하나접고피고하는거
2021. 7. 2. 18:58, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이번주라스아까보다못본거보는데
2021. 7. 2. 18:59, abyss오재 : 진짜존나웃기네
2021. 7. 2. 18:59, 부그뷰 : https://mmozzi.tistory.com/79
2021. 7. 2. 18:59, abyss오재 : 모찌..?
2021. 7. 2. 18:59, 부그뷰 : 오이거도충격인데
2021. 7. 2. 18:59, 부그뷰 : 모찌?
2021. 7. 2. 18:59, abyss오재 : mmozzi
2021. 7. 2. 18:59, abyss오재 : ...?
2021. 7. 2. 18:59, abyss오재 : 모찌티스토리래
2021. 7. 2. 19:00, 부그뷰 : 이번 플젝 담주 양산해서
2021. 7. 2. 19:00, 부그뷰 : 다른플젝들어가는데
2021. 7. 2. 19:00, 부그뷰 : 신세계임
2021. 7. 2. 19:01, 이석준 : 설마 지금까지 리눅스에서 했던거임??
2021. 7. 2. 19:01, 이석준 : 레전드
2021. 7. 2. 19:02, 부그뷰 : 우분투상에서도하고
2021. 7. 2. 19:02, 부그뷰 : 우분투 ssh로 접속해서도 하고
2021. 7. 2. 19:03, 부그뷰 : ㅇㅇ
2021. 7. 2. 19:03, 부그뷰 : qt는 윈도우로 짠다음 리눅스로 넘겨서 컴파일하긴함
2021. 7. 2. 19:04, abyss오재 : 사진
2021. 7. 2. 19:04, abyss오재 : 랑종
2021. 7. 2. 19:04, abyss오재 : ㅅㅂ동시2개얘기
2021. 7. 2. 19:04, abyss오재 : 샵검색 : #나홍진 10시 전
2021. 7. 2. 19:05, abyss오재 : 걸때리네
2021. 7. 2. 19:05, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 7. 2. 19:06, 부그뷰 : 이거보니까
2021. 7. 2. 19:06, 부그뷰 : 울회사 묘지위에 지어가지고
2021. 7. 2. 19:06, 부그뷰 : 5층에 밤되면 귀신나온다는거 듣고
2021. 7. 2. 19:07, 경민 : 와잉사러왓눈데
2021. 7. 2. 19:07, 부그뷰 : 저번에 11시넘게 야근하다가
2021. 7. 2. 19:07, 경민 : 추천받아서살라는데
2021. 7. 2. 19:07, 경민 : 그걸못찾아서또찾고잇다가
2021. 7. 2. 19:07, 경민 : 직원이다른걸추턴해줫는데
2021. 7. 2. 19:07, 경민 : 어떤걸살까
2021. 7. 2. 19:07, 경민 : 절다싫다ㅠ
2021. 7. 2. 19:07, 경민 : 바로퇴사할듯
2021. 7. 2. 19:07, 부그뷰 : 사진
2021. 7. 2. 19:07, 경민 : 오늘은
2021. 7. 2. 19:07, 경민 : 화이트
2021. 7. 2. 19:07, 경민 : 조지게
2021. 7. 2. 19:07, 부그뷰 : ㅇㅋ
2021. 7. 2. 19:07, 경민 : ㄱㅅㄱㅅ
2021. 7. 2. 19:07, 경민 : 주경보
2021. 7. 2. 19:07, 경민 : 부걍보
2021. 7. 2. 19:07, 경민 : 술쟁이고
2021. 7. 2. 19:08, 부그뷰 : 11시넘게야근하다가 이상한소리들려서 바로 퇴근한적있음
2021. 7. 2. 19:08, 부그뷰 : 금요일은
2021. 7. 2. 19:08, 경민 : ㅠ윽
2021. 7. 2. 19:08, 부그뷰 : 한잔해야지!
2021. 7. 2. 19:11, abyss오재 : 오
2021. 7. 2. 19:11, abyss오재 : ㅅㅂ
2021. 7. 2. 19:11, abyss오재 : 존무탱
2021. 7. 2. 19:11, 부그뷰 : 나밖에없었는데
2021. 7. 2. 19:12, abyss오재 : 오 ㅅㅂ
2021. 7. 2. 19:12, 부그뷰 : 그 물건 움직이는 바스락소리
2021. 7. 2. 19:12, 부그뷰 : 먼말인지알지
2021. 7. 2. 19:12, abyss오재 : 너무싫은데
2021. 7. 2. 19:12, 부그뷰 : 개쫄아서 바로 모니터끄고 ㅌㅌ했었음
2021. 7. 2. 19:12, abyss오재 : ㅇㅈ
2021. 7. 2. 19:12, abyss오재 : ㅌㅌ ㅇㅈ;,;
2021. 7. 2. 19:12, abyss오재 : ㅌㅌㄱㄸ아니고
2021. 7. 2. 19:12, abyss오재 : ㅌㅌ네
2021. 7. 2. 19:14, 경민 : 안주머하지
2021. 7. 2. 19:15, abyss오재 : 치즈
2021. 7. 2. 19:15, abyss오재 : 그때
2021. 7. 2. 19:15, abyss오재 : 존나쪼갠거 ㄱ
2021. 7. 2. 19:15, 경민 : 그거
2021. 7. 2. 19:15, 경민 : 이미다먹엇지
2021. 7. 2. 19:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 19:15, 경민 : 그다음ㅁ날맥주에
2021. 7. 2. 19:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 19:15, 경민 : 쿰척함
2021. 7. 2. 19:15, abyss오재 : 치즈 ㄱㅊ
2021. 7. 2. 19:15, abyss오재 : 유산균 조음
2021. 7. 2. 19:17, abyss오재 : 아 선우용녀가이래웃기신분이엇나
2021. 7. 2. 19:59, abyss오재 : 심야괴담회도재밋어
2021. 7. 2. 19:59, abyss오재 : 물론혼자는못봐
2021. 7. 2. 20:40, 경민 : 야식조지기
2021. 7. 2. 20:40, 경민 : ㄱㄴ?;
2021. 7. 2. 20:41, abyss오재 : ㄱㅇㄱㄴㄱㄴㄱㄴ
2021. 7. 2. 20:46, 경민 : ㅇㅋ
2021. 7. 2. 20:56, 원준오빠 : 사진
2021. 7. 2. 20:56, abyss오재 : 어나이거너무좋아
2021. 7. 2. 20:56, abyss오재 : 저기간장에
2021. 7. 2. 20:56, abyss오재 : 좀풀어주먄안되누
2021. 7. 2. 20:57, abyss오재 : 청량고추존나풀아저
2021. 7. 2. 20:57, 경민 : 다들잘먹네
2021. 7. 2. 20:57, 경민 : 징수업지
2021. 7. 2. 20:57, abyss오재 : 저백김치잇으면
2021. 7. 2. 20:57, abyss오재 : 백김치에청량고추면
2021. 7. 2. 20:57, abyss오재 : 뭐먹는거지
2021. 7. 2. 20:57, 경민 : 글개근데고추
2021. 7. 2. 20:57, 경민 : 존많인데
2021. 7. 2. 20:57, abyss오재 : 난저거너무조와
2021. 7. 2. 20:57, 경민 : 순대국
2021. 7. 2. 20:57, abyss오재 : 마늘<<<<청고
2021. 7. 2. 20:57, 경민 : 같은거
2021. 7. 2. 20:57, 경민 : 국물에
2021. 7. 2. 20:58, 경민 : 넣는그런거
2021. 7. 2. 20:58, 경민 : 아닐까?
2021. 7. 2. 20:58, abyss오재 : 근데
2021. 7. 2. 20:58, abyss오재 : 백김치임
2021. 7. 2. 20:58, 경민 : 그러네
2021. 7. 2. 20:58, abyss오재 : 보쌈족발
2021. 7. 2. 20:58, 경민 : 백김치는
2021. 7. 2. 20:58, 경민 : ㅇㅇㅇㅇㅇ
2021. 7. 2. 20:58, abyss오재 : 너낌인가?
2021. 7. 2. 20:58, 경민 : 보족
2021. 7. 2. 20:58, 경민 : 이데
2021. 7. 2. 20:58, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 20:58, 경민 : 혼자와인한병조삿음
2021. 7. 2. 20:58, 경민 : 안주더먹고술더시키게;
2021. 7. 2. 20:58, 경민 : 어떰 ㅠ
2021. 7. 2. 21:10, abyss오재 : 와인
2021. 7. 2. 21:10, abyss오재 : 따더봣는데
2021. 7. 2. 21:10, abyss오재 : 와인
2021. 7. 2. 21:10, abyss오재 : 혼자2병이
2021. 7. 2. 21:10, abyss오재 : 딱
2021. 7. 2. 21:10, abyss오재 : 이더라
2021. 7. 2. 22:01, 원준오빠 : ㅠ
2021. 7. 2. 22:01, 원준오빠 : 사진
2021. 7. 2. 22:01, abyss오재 : ㅁㅊ
2021. 7. 2. 22:09, 원준오빠 : 오재훈
2021. 7. 2. 22:09, 원준오빠 : 왜 벌써 취해있음
2021. 7. 2. 22:09, 원준오빠 : 미친
2021. 7. 2. 22:09, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 22:10, abyss오재 : 세병쨔
2021. 7. 2. 22:10, abyss오재 : 형
2021. 7. 2. 22:10, abyss오재 : 나랑전화햐줄거야
2021. 7. 2. 22:10, abyss오재 : 존나탄수화물 ㅍㅍㅍㅌ
2021. 7. 2. 22:10, abyss오재 : 파스타저렇게오는거첨봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 22:14, 경민 : ?저거파스타임?
2021. 7. 2. 22:15, 원준오빠 : 옥수수면인데
2021. 7. 2. 22:15, 원준오빠 : 중국식
2021. 7. 2. 22:15, 원준오빠 : 오재 많이 취햌ㅅ네
2021. 7. 2. 22:15, 원준오빠 : ㅋㄸ
2021. 7. 2. 22:15, 경민 : 그니까
2021. 7. 2. 22:15, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 2. 22:15, 경민 : 나도
2021. 7. 2. 22:15, 경민 : 그
2021. 7. 2. 22:15, 경민 : 마라탕
2021. 7. 2. 22:15, 경민 : 안애그거아님
2021. 7. 2. 22:15, 경민 : ?
2021. 7. 2. 22:15, 경민 : 옆애거너무만아서따로준거..?;
2021. 7. 2. 22:18, abyss오재 : 원준이형따뜻해
2021. 7. 2. 22:44, 정우 : 아
2021. 7. 2. 22:44, 정우 : 배불러

2021년 7월 3일 토요일
2021. 7. 3. 09:34, abyss오재 : ㅅㅂ이제알앗넴
2021. 7. 3. 09:44, abyss오재 : 답도업는하루엿네
2021. 7. 3. 09:50, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 09:50, 원준오빠 : 오트롤이네
2021. 7. 3. 09:50, abyss오재 : ㅎㅎ
2021. 7. 3. 09:50, abyss오재 : 쩝쩝
2021. 7. 3. 09:50, abyss오재 : 반성하면서오늘은파전골목감
2021. 7. 3. 09:50, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 09:51, abyss오재 : ㅓ휴
2021. 7. 3. 09:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 09:52, 정우 : 언행불일치보소
2021. 7. 3. 09:52, abyss오재 : 쩝쩝일단회복좀더하고와야겟가
2021. 7. 3. 09:52, abyss오재 : 휴
2021. 7. 3. 09:52, abyss오재 : 이정우와
2021. 7. 3. 09:52, abyss오재 : 신원준께
2021. 7. 3. 09:52, abyss오재 : 반성인사올립니다
2021. 7. 3. 09:59, 정우 : 라면먹어야지
2021. 7. 3. 09:59, 정우 : 라면먹고 씻고
2021. 7. 3. 09:59, 정우 : 본가간다..........
2021. 7. 3. 10:05, abyss오재 : 좋데
2021. 7. 3. 10:05, abyss오재 : 네
2021. 7. 3. 11:19, 부그뷰 : 혼식간다
2021. 7. 3. 11:19, 부그뷰 : 고투안산
2021. 7. 3. 11:19, 경민 : ㅊㅋㅊㅋ
2021. 7. 3. 11:19, 경민 : 또안산이가
2021. 7. 3. 11:19, 경민 : 결혼만이하누
2021. 7. 3. 11:19, 부그뷰 : 대안산공고친구들 ㅇㅇ
2021. 7. 3. 11:19, 경민 : 부걍보 나 어제 등운동하고 그저께 하체했거든
2021. 7. 3. 11:20, 경민 : 그럼오눌은 뭐조져야될까
2021. 7. 3. 11:20, 경민 : ?
2021. 7. 3. 11:20, 부그뷰 : 쉬어
2021. 7. 3. 11:20, abyss오재 : 대안산공고
2021. 7. 3. 11:20, 부그뷰 : 휴식도
2021. 7. 3. 11:20, 부그뷰 : 운동이다!
2021. 7. 3. 11:20, abyss오재 : 샵검색 : #프렌치 한식 혼밥 다이닝
2021. 7. 3. 11:20, 부그뷰 : 주말이니까 가볍게 유산소
2021. 7. 3. 11:20, 부그뷰 : 아니면 어깨랑 팔 ㄱ
2021. 7. 3. 11:20, 경민 : 수요일에쉼
2021. 7. 3. 11:20, 경민 : 윌화목굼갔음
2021. 7. 3. 11:20, 경민 : 휴후
2021. 7. 3. 11:20, 경민 : 일요일쉴거니까오늘은운동
2021. 7. 3. 11:20, 경민 : 할려고
2021. 7. 3. 11:21, 경민 : 흠
2021. 7. 3. 11:21, 경민 : 근데내가아직
2021. 7. 3. 11:21, 경민 : 등의힘을온전히못써서
2021. 7. 3. 11:21, 경민 : 어제등조지고 찰도약간
2021. 7. 3. 11:21, 경민 : 팔도약간
2021. 7. 3. 11:21, 경민 : 기분조은근육통?잇는종도임
2021. 7. 3. 11:49, abyss오재 : 사진
2021. 7. 3. 11:49, abyss오재 : 이연복상어른이고
2021. 7. 3. 12:38, 정우 : 휴
2021. 7. 3. 12:38, 정우 : 이제야간다
2021. 7. 3. 13:08, 경민 : 점심
2021. 7. 3. 13:08, 경민 : 추천부탁
2021. 7. 3. 13:08, 경민 : ~!
2021. 7. 3. 13:08, 이석준 : 뭐먹지
2021. 7. 3. 13:08, 경민 : ㄹㅇ...머먹지
2021. 7. 3. 13:09, 빠충 : 모밀
2021. 7. 3. 13:10, 이석준 : 어디서먹는데
2021. 7. 3. 13:10, 이석준 : 공덕?
2021. 7. 3. 13:10, 경민 : ㄴㄴㄴ앚ㄱ
2021. 7. 3. 13:10, 경민 : ㄴ아직동네임
2021. 7. 3. 13:10, 경민 : 모닝쉬질조지고
2021. 7. 3. 13:10, 경민 : 집가서씻고이제가려고...;
2021. 7. 3. 13:10, 경민 : 서울에선밥란먹음
2021. 7. 3. 13:10, 경민 : 무서윰
2021. 7. 3. 13:11, 이석준 : 배달?!
2021. 7. 3. 13:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 13:12, 경민 : 그새결정해서들어옴;
2021. 7. 3. 13:12, 경민 : 라멘에먁주조짐
2021. 7. 3. 13:12, 경민 : ㅅㅂ일주일냐내술먹엇네
2021. 7. 3. 13:15, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 13:16, abyss오재 : 라멘사진좀
2021. 7. 3. 13:16, abyss오재 : ㅠ
2021. 7. 3. 13:17, 경민 : 사진
2021. 7. 3. 13:20, abyss오재 : 오우좋다
2021. 7. 3. 13:20, abyss오재 : 니라멘좀자주먹는듯
2021. 7. 3. 13:20, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 13:21, 경민 : 언제머것비
2021. 7. 3. 13:21, 원준오빠 : 오쒯
2021. 7. 3. 13:34, 정우 : 오 훌륭
2021. 7. 3. 13:34, 정우 : 오 등장
2021. 7. 3. 13:34, 정우 : 실수로 일반겜했는데
2021. 7. 3. 13:34, 정우 : 1등함
2021. 7. 3. 13:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 13:34, 정우 : 하근데 답답해서 못해먹겠다
2021. 7. 3. 13:35, abyss오재 : 무조건초고속이ㅣㄷ
2021. 7. 3. 13:35, abyss오재 : 좀더자야하는데
2021. 7. 3. 13:36, 정우 : 자라
2021. 7. 3. 13:36, abyss오재 : 친구내쫓고
2021. 7. 3. 13:36, abyss오재 : 편안히잘려고준비중
2021. 7. 3. 13:50, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅊㅋㅊㅋ
2021. 7. 3. 13:51, abyss오재 : ㄷㄷㄷㅈ
2021. 7. 3. 13:51, abyss오재 : 오분잇다하실분
2021. 7. 3. 13:55, abyss오재 : 업네!
2021. 7. 3. 13:58, 정우 : 오
2021. 7. 3. 13:58, 정우 : 초고속도 1등
2021. 7. 3. 13:58, 정우 : ㅎ
2021. 7. 3. 13:59, 정우 : 와이랬는데도 도착못함
2021. 7. 3. 13:59, 정우 : 다음에내린다
2021. 7. 3. 13:59, 정우 : 밥먹고 펌쌔리고
2021. 7. 3. 13:59, 정우 : 하면
2021. 7. 3. 13:59, 정우 : 저녁시간되겠군
2021. 7. 3. 14:01, abyss오재 : 집
2021. 7. 3. 14:01, abyss오재 : 가는중이냐
2021. 7. 3. 14:01, abyss오재 : 한판더안하냐
2021. 7. 3. 14:01, abyss오재 : ㅠ
2021. 7. 3. 14:01, 원준오빠 : ㄷ
2021. 7. 3. 14:01, 원준오빠 : ㄱ
2021. 7. 3. 14:01, 정우 : 못함 이제
2021. 7. 3. 14:01, 정우 : 걸어야함 나는
2021. 7. 3. 14:03, 원준오빠 : 오재 ㄱ?
2021. 7. 3. 14:04, abyss오재 : ㄱㄱ
2021. 7. 3. 14:04, abyss오재 : 형폰임
2021. 7. 3. 14:04, abyss오재 : ?
2021. 7. 3. 14:05, 원준오빠 : ㅇㅇ
2021. 7. 3. 14:05, 원준오빠 : ㄱㄱ
2021. 7. 3. 14:05, abyss오재 : 오키
2021. 7. 3. 14:05, abyss오재 : 난컴터
2021. 7. 3. 14:05, abyss오재 : 들어오는중
2021. 7. 3. 14:06, abyss오재 : 오ㅏ써와써
2021. 7. 3. 14:06, 원준오빠 : ㅇㅋㅇㅋ
2021. 7. 3. 14:06, 원준오빠 : 가즈아
2021. 7. 3. 14:07, abyss오재 : 아이 하장실가고싶다
2021. 7. 3. 14:07, abyss오재 : 원준이형도집가는길인가
2021. 7. 3. 14:23, abyss오재 : 하쒸..
2021. 7. 3. 14:23, abyss오재 : 잘하고있었는데개발려서 5등이네
2021. 7. 3. 14:23, abyss오재 : ㅠ
2021. 7. 3. 14:24, abyss오재 : 함더?
2021. 7. 3. 14:24, abyss오재 : 집가심?
2021. 7. 3. 14:24, 원준오빠 : ㅇㅋㅇㅋ ㄱㄱ
2021. 7. 3. 14:39, 경민 : 서울
2021. 7. 3. 14:39, 경민 : 비오늠???
2021. 7. 3. 14:39, 이석준 : 장마라던데
2021. 7. 3. 14:43, 경민 : ㅜㅜㅜ
2021. 7. 3. 14:43, 경민 : 저런
2021. 7. 3. 14:44, abyss오재 : 장마
2021. 7. 3. 14:44, abyss오재 : 시작
2021. 7. 3. 14:44, abyss오재 : 아 저런
2021. 7. 3. 14:44, abyss오재 : 케일이성찍었느데
2021. 7. 3. 14:44, abyss오재 : 아무것도못하고죽엇넴
2021. 7. 3. 14:44, abyss오재 : 원준이형ㅇㅣ랑계속같이죽네
2021. 7. 3. 14:44, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 14:44, abyss오재 : ㅇㅈㅇ 혼자하고있누 ㅡㅡ
2021. 7. 3. 14:44, 원준오빠 : 사이좋게
2021. 7. 3. 14:44, 원준오빠 : 45등
2021. 7. 3. 14:44, 원준오빠 : 허누
2021. 7. 3. 14:44, abyss오재 : ㄹㅇ
2021. 7. 3. 14:45, 원준오빠 : ㄱㅍ?
2021. 7. 3. 14:45, 원준오빠 : ㄱ?
2021. 7. 3. 14:45, abyss오재 : ㅇㅋㅇ
2021. 7. 3. 14:45, abyss오재 : 초대좀
2021. 7. 3. 14:45, abyss오재 : 킹받아
2021. 7. 3. 14:47, abyss오재 : 재생술사간다!
2021. 7. 3. 14:48, 경민 : 조졋다
2021. 7. 3. 14:48, 경민 : 비오는데
2021. 7. 3. 14:48, 경민 : 우산업다
2021. 7. 3. 14:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 14:48, abyss오재 : 우산
2021. 7. 3. 14:48, abyss오재 : 일회용아니누?
2021. 7. 3. 14:48, 경민 : 비맞으며
2021. 7. 3. 14:48, 경민 : 버스기다리는중
2021. 7. 3. 14:48, 경민 : ㅅㅂ
2021. 7. 3. 14:48, 경민 : 아버스년개같네
2021. 7. 3. 14:49, 정우 : 오재
2021. 7. 3. 14:49, abyss오재 : 응
2021. 7. 3. 14:49, 정우 : 시작함?
2021. 7. 3. 14:49, abyss오재 : ㅇ이ㅣ
2021. 7. 3. 14:49, abyss오재 : 방금;
2021. 7. 3. 14:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 14:49, 정우 : ㅇㅋ
2021. 7. 3. 14:49, abyss오재 : 니도한판더
2021. 7. 3. 14:49, abyss오재 : 하고오셈
2021. 7. 3. 14:49, 정우 : ㅇㅋ근데 한판더하면 머리하러가야함
2021. 7. 3. 14:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 14:49, abyss오재 : 머리하면서
2021. 7. 3. 14:50, abyss오재 : 하면되자나
2021. 7. 3. 14:50, abyss오재 : 아니누?
2021. 7. 3. 14:50, abyss오재 : 아 클로렐라
2021. 7. 3. 14:50, abyss오재 : 맘에안들어
2021. 7. 3. 14:50, abyss오재 : 삭제된 메시지입니다. 
2021. 7. 3. 14:50, abyss오재 : 어케생각함
2021. 7. 3. 14:50, abyss오재 : 이러면
2021. 7. 3. 14:50, abyss오재 : 궁금하겟지?
2021. 7. 3. 14:52, abyss오재 : 셀로부라라
2021. 7. 3. 14:52, abyss오재 : 셀러브리뤼
2021. 7. 3. 15:04, 정우 : 하 꼴찌
2021. 7. 3. 15:04, 정우 : 해야지 근ㄷ 하기까지
2021. 7. 3. 15:04, 정우 : 좀걸리잖아?
2021. 7. 3. 15:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:04, abyss오재 : 그렇지
2021. 7. 3. 15:04, abyss오재 : 끄탄ㅆ따
2021. 7. 3. 15:04, abyss오재 : 하쒸
2021. 7. 3. 15:04, abyss오재 : 23등
2021. 7. 3. 15:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:05, abyss오재 : 맨날같이죽넴
2021. 7. 3. 15:05, abyss오재 : 아 간만에
2021. 7. 3. 15:05, abyss오재 : 티모까지해서
2021. 7. 3. 15:05, 원준오빠 : ㅋ2
2021. 7. 3. 15:05, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:05, abyss오재 : 4기원자했었는데
2021. 7. 3. 15:05, abyss오재 : ㅠ
2021. 7. 3. 15:05, 원준오빠 : 사이좋누
2021. 7. 3. 15:05, abyss오재 : ㄹㅇ
2021. 7. 3. 15:05, 원준오빠 : 함더?
2021. 7. 3. 15:05, 원준오빠 : 푸핫
2021. 7. 3. 15:05, abyss오재 : ㅇㅋ
2021. 7. 3. 15:05, abyss오재 : 생각보다
2021. 7. 3. 15:05, abyss오재 : 집이먼거같은데
2021. 7. 3. 15:05, abyss오재 : 집가는길맞음?
2021. 7. 3. 15:06, abyss오재 : 하쓰레기도버리고
2021. 7. 3. 15:06, abyss오재 : 해야하는데
2021. 7. 3. 15:06, abyss오재 : 귀찮네
2021. 7. 3. 15:06, abyss오재 : 카하하하
2021. 7. 3. 15:07, abyss오재 : 군단 ㄱㄴ?
2021. 7. 3. 15:13, 부그뷰 : 혼식끝
2021. 7. 3. 15:13, 부그뷰 : 다시 오산간다
2021. 7. 3. 15:13, abyss오재 : ㅊㅋㅊㅋ
2021. 7. 3. 15:17, 정우 : ㅊㅋㅊㅋ
2021. 7. 3. 15:19, abyss오재 : 아니 군단
2021. 7. 3. 15:19, abyss오재 : 나오질않네
2021. 7. 3. 15:19, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:24, abyss오재 : 아?
2021. 7. 3. 15:24, abyss오재 : 비에고가 케릭터뻇는거임?
2021. 7. 3. 15:24, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:25, abyss오재 : 따쉿,,,
2021. 7. 3. 15:25, abyss오재 : 오
2021. 7. 3. 15:25, abyss오재 : 일등
2021. 7. 3. 15:25, abyss오재 : 난3ㅡㄷ
2021. 7. 3. 15:25, abyss오재 : ㅠ
2021. 7. 3. 15:25, 원준오빠 : ㅎㅇㅎㅇ
2021. 7. 3. 15:25, 원준오빠 : 엥 님
2021. 7. 3. 15:25, 원준오빠 : 이제알았다곺???
2021. 7. 3. 15:26, abyss오재 : ㅇㅇ,,,
2021. 7. 3. 15:26, abyss오재 : 비에고를
2021. 7. 3. 15:26, abyss오재 : 잘안써서
2021. 7. 3. 15:26, abyss오재 : 몰랐누;;
2021. 7. 3. 15:26, 원준오빠 : 아하
2021. 7. 3. 15:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:26, abyss오재 : 나망각끝까지
2021. 7. 3. 15:26, 원준오빠 : 비에고 준나 치명정임;
2021. 7. 3. 15:26, abyss오재 : 가본적이없음
2021. 7. 3. 15:26, abyss오재 : 신명적이넴;;
2021. 7. 3. 15:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:27, 원준오빠 : 나 머리감고옴
2021. 7. 3. 15:27, 빠충 : 뭐고…….
2021. 7. 3. 15:27, 빠충 : ㅈ금까지 어케했누…….
2021. 7. 3. 15:27, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 3. 15:27, abyss오재 : 개웃ㄱ매
2021. 7. 3. 15:27, abyss오재 : 아니정신차려보니
2021. 7. 3. 15:27, abyss오재 : 내정찰대
2021. 7. 3. 15:27, abyss오재 : 뺏겨잇어서당황함
2021. 7. 3. 15:29, 원준오빠 : ㅇㅇ
2021. 7. 3. 15:29, 원준오빠 : 너의 칼리스타
2021. 7. 3. 15:29, 원준오빠 : 이젠 제겁니드
